Date,Time,Open,High,Low,Close,Tickvol,Spread
2013-03-01,12:00:00,1.27347,1.2753,1.27097,1.27194,24449,34
2013-03-01,16:00:00,1.27193,1.27772,1.27164,1.27634,14940,34
2013-03-01,20:00:00,1.27633,1.27674,1.27536,1.27564,2384,24
2013-03-03,20:00:00,1.27579,1.27788,1.27535,1.2769,926,9
2013-03-04,00:00:00,1.27695,1.28618,1.27671,1.28527,1875,6
2013-03-04,04:00:00,1.28544,1.28608,1.28222,1.28292,1829,9
2013-03-04,08:00:00,1.2831,1.28379,1.27976,1.28203,2443,14
2013-03-04,12:00:00,1.28219,1.28251,1.27776,1.27844,2271,17
2013-03-04,16:00:00,1.2785,1.27997,1.27618,1.27744,1950,16
2013-03-04,20:00:00,1.27742,1.27808,1.27439,1.27586,2328,18
2013-03-05,00:00:00,1.27581,1.27749,1.27197,1.2724,2121,19
2013-03-05,04:00:00,1.27266,1.27599,1.27185,1.27572,2432,18
2013-03-05,08:00:00,1.27581,1.27694,1.27338,1.27388,2660,19
2013-03-05,12:00:00,1.27392,1.27425,1.27116,1.27169,2400,17
2013-03-05,16:00:00,1.2717,1.27318,1.27107,1.2723,2015,20
2013-03-05,20:00:00,1.27236,1.27291,1.26937,1.27011,2276,22
2013-03-06,00:00:00,1.27022,1.27051,1.2681,1.27031,2087,19
2013-03-06,04:00:00,1.27057,1.27168,1.26903,1.2709,2562,19
2013-03-06,08:00:00,1.27085,1.27119,1.26745,1.26754,2583,16
2013-03-06,12:00:00,1.26746,1.26761,1.26512,1.26758,10267,5
2013-03-06,16:00:00,1.26756,1.26992,1.26722,1.26839,6994,6
2013-03-06,20:00:00,1.26846,1.26977,1.26662,1.26898,7649,6
2013-03-07,00:00:00,1.26898,1.26944,1.26686,1.26747,6186,7
2013-03-07,04:00:00,1.26746,1.26986,1.2671,1.26752,8621,4
2013-03-07,08:00:00,1.26756,1.27047,1.26697,1.26892,11655,5
2013-03-07,12:00:00,1.26892,1.27643,1.26743,1.27621,15637,4
2013-03-07,16:00:00,1.27621,1.27765,1.27481,1.27593,5771,6
2013-03-07,20:00:00,1.27598,1.27736,1.27518,1.27624,5888,5
2013-03-08,00:00:00,1.27626,1.27897,1.27562,1.2782,6825,7
2013-03-08,04:00:00,1.27824,1.27839,1.27492,1.27549,6995,6
2013-03-08,08:00:00,1.27548,1.27938,1.27406,1.27423,7186,6
2013-03-08,12:00:00,1.27423,1.27457,1.26582,1.27043,9940,4
2013-03-08,16:00:00,1.27041,1.2718,1.26676,1.26942,6050,5
2013-03-08,20:00:00,1.2694,1.27138,1.26873,1.27009,1184,15
2013-03-10,20:00:00,1.27272,1.27321,1.2705,1.27149,3081,9
2013-03-11,00:00:00,1.27148,1.27281,1.27087,1.27168,4462,6
2013-03-11,04:00:00,1.27171,1.27299,1.26982,1.27007,7088,6
2013-03-11,08:00:00,1.27005,1.27197,1.27005,1.27097,7494,8
2013-03-11,12:00:00,1.27105,1.27116,1.26666,1.26777,9061,5
2013-03-11,16:00:00,1.26775,1.26995,1.26775,1.26871,6252,6
2013-03-11,20:00:00,1.26871,1.26972,1.26706,1.26756,6350,4
2013-03-12,00:00:00,1.26757,1.26802,1.26399,1.26709,6539,5
2013-03-12,04:00:00,1.26706,1.26735,1.26361,1.26469,8708,6
2013-03-12,08:00:00,1.26469,1.26569,1.26122,1.26258,12544,6
2013-03-12,12:00:00,1.26254,1.26561,1.26068,1.26205,12892,2
2013-03-12,16:00:00,1.26209,1.26327,1.26097,1.26237,5717,6
2013-03-12,20:00:00,1.26237,1.26296,1.26076,1.26213,5703,6
2013-03-13,00:00:00,1.26213,1.26497,1.26174,1.26439,6616,9
2013-03-13,04:00:00,1.26441,1.26518,1.26243,1.26284,8640,7
2013-03-13,08:00:00,1.26284,1.26415,1.25716,1.25758,12132,4
2013-03-13,12:00:00,1.25753,1.2592,1.25486,1.25735,13404,5
2013-03-13,16:00:00,1.25735,1.25916,1.2565,1.25848,7372,1
2013-03-13,20:00:00,1.25848,1.25941,1.24976,1.25077,6841,6
2013-03-14,00:00:00,1.25078,1.25107,1.24835,1.24837,7545,7
2013-03-14,04:00:00,1.24846,1.25438,1.24837,1.25175,9844,6
2013-03-14,08:00:00,1.25178,1.25244,1.24764,1.24895,12364,5
2013-03-14,12:00:00,1.24908,1.25256,1.24697,1.25251,13897,5
2013-03-14,16:00:00,1.25258,1.25383,1.25186,1.2522,8774,5
2013-03-14,20:00:00,1.2522,1.25448,1.25152,1.2541,6243,7
2013-03-15,00:00:00,1.25408,1.25618,1.25385,1.25484,6608,7
2013-03-15,04:00:00,1.25486,1.25593,1.25427,1.25499,8934,5
2013-03-15,08:00:00,1.25502,1.26225,1.25486,1.26156,12262,5
2013-03-15,12:00:00,1.26156,1.2621,1.25441,1.25517,14415,5
2013-03-15,16:00:00,1.25522,1.25635,1.254,1.25568,7082,6
2013-03-15,20:00:00,1.25598,1.25598,1.25598,1.25598,1,58
2013-03-17,20:00:00,1.24588,1.24676,1.2443,1.24645,6134,11
2013-03-18,00:00:00,1.24642,1.24711,1.24406,1.24426,7108,7
2013-03-18,04:00:00,1.24425,1.25076,1.24264,1.25003,12374,5
2013-03-18,08:00:00,1.25003,1.25033,1.24508,1.24542,11689,5
2013-03-18,12:00:00,1.24541,1.24885,1.2429,1.24772,12713,5
2013-03-18,16:00:00,1.24772,1.248,1.24371,1.24531,8821,5
2013-03-18,20:00:00,1.24531,1.2464,1.24459,1.24609,6241,7
2013-03-19,00:00:00,1.2461,1.24819,1.24581,1.2472,5884,7
2013-03-19,04:00:00,1.2472,1.24854,1.24587,1.248,9444,5
2013-03-19,08:00:00,1.24801,1.24915,1.24656,1.24831,12065,5
2013-03-19,12:00:00,1.24826,1.24872,1.24003,1.24004,15772,4
2013-03-19,16:00:00,1.24005,1.24586,1.23958,1.24207,13311,5
2013-03-19,20:00:00,1.24208,1.24233,1.23992,1.24159,6926,4
2013-03-20,00:00:00,1.24159,1.24189,1.23986,1.23988,5837,9
2013-03-20,04:00:00,1.23988,1.2442,1.23983,1.24152,10502,6
2013-03-20,08:00:00,1.24152,1.24753,1.24152,1.24627,13944,4
2013-03-20,12:00:00,1.24634,1.249,1.24508,1.24569,12989,5
2013-03-20,16:00:00,1.2457,1.24907,1.24521,1.24605,12124,4
2013-03-20,20:00:00,1.24605,1.24731,1.24568,1.24665,6991,4
2013-03-21,00:00:00,1.24666,1.2483,1.24579,1.24815,7208,8
2013-03-21,04:00:00,1.24813,1.24829,1.24106,1.24181,10843,5
2013-03-21,08:00:00,1.24181,1.24304,1.23713,1.23851,14873,4
2013-03-21,12:00:00,1.2385,1.23925,1.23442,1.23664,14869,5
2013-03-21,16:00:00,1.23665,1.23774,1.23413,1.23529,10653,5
2013-03-21,20:00:00,1.23529,1.23774,1.23492,1.23741,6538,3
2013-03-22,00:00:00,1.23741,1.23895,1.23716,1.23825,4993,7
2013-03-22,04:00:00,1.23825,1.2389,1.23544,1.23549,10437,6
2013-03-22,08:00:00,1.23546,1.24341,1.23474,1.24178,13324,4
2013-03-22,12:00:00,1.24177,1.24623,1.24044,1.24301,14389,4
2013-03-22,16:00:00,1.24308,1.24439,1.2408,1.24323,7648,6
2013-03-22,20:00:00,1.24325,1.24325,1.24325,1.24325,1,83
2013-03-24,20:00:00,1.24173,1.24948,1.24059,1.24806,5828,1
2013-03-25,00:00:00,1.24808,1.24848,1.24644,1.24766,7092,9
2013-03-25,04:00:00,1.24766,1.24803,1.2407,1.24165,10073,5
2013-03-25,08:00:00,1.24165,1.24295,1.23576,1.23588,11955,5
2013-03-25,12:00:00,1.23586,1.23617,1.22921,1.22939,16111,5
2013-03-25,16:00:00,1.22945,1.23183,1.22792,1.22797,10192,5
2013-03-25,20:00:00,1.22797,1.22942,1.22756,1.22864,7265,5
2013-03-26,00:00:00,1.22863,1.23144,1.22856,1.22952,7010,8
2013-03-26,04:00:00,1.22953,1.23091,1.22601,1.22858,10201,5
2013-03-26,08:00:00,1.22858,1.22981,1.22564,1.22701,13011,5
2013-03-26,12:00:00,1.227,1.2286,1.22319,1.22688,14344,5
2013-03-26,16:00:00,1.22689,1.2277,1.22543,1.2264,6094,7
2013-03-26,20:00:00,1.2264,1.22825,1.22591,1.22767,5482,4
2013-03-27,00:00:00,1.22767,1.22827,1.22688,1.22716,6702,7
2013-03-27,04:00:00,1.22718,1.2275,1.2242,1.22559,9501,6
2013-03-27,08:00:00,1.22559,1.22707,1.22327,1.22397,14276,5
2013-03-27,12:00:00,1.22394,1.22508,1.22253,1.22329,13687,6
2013-03-27,16:00:00,1.22328,1.22501,1.22208,1.22343,7520,7
2013-03-27,20:00:00,1.22344,1.224,1.22239,1.2228,4999,4
2013-03-28,00:00:00,1.2228,1.2275,1.22245,1.22613,7002,8
2013-03-28,04:00:00,1.22613,1.2286,1.2225,1.22277,9991,5
2013-03-28,08:00:00,1.22278,1.23153,1.22263,1.22971,13805,4
2013-03-28,12:00:00,1.22969,1.23308,1.22968,1.23097,13561,5
2013-03-28,16:00:00,1.231,1.23186,1.2305,1.23082,6075,4
2013-03-28,20:00:00,1.23082,1.23283,1.22979,1.23234,5267,8
2013-03-29,00:00:00,1.23233,1.23253,1.2304,1.23074,5814,6
2013-03-29,04:00:00,1.23074,1.23142,1.22729,1.23113,6069,7
2013-03-29,08:00:00,1.23117,1.23156,1.23036,1.23083,3650,8
2013-03-29,12:00:00,1.23081,1.23136,1.23034,1.23092,3481,12
2013-03-29,16:00:00,1.23093,1.2319,1.22942,1.22953,3529,11
2013-03-31,20:00:00,1.23008,1.23067,1.22965,1.22977,1564,13
2013-04-01,00:00:00,1.22976,1.23107,1.22845,1.22911,5709,8
2013-04-01,04:00:00,1.22911,1.23152,1.22852,1.23121,5097,10
2013-04-01,08:00:00,1.23119,1.23156,1.22951,1.23037,3918,6
2013-04-01,12:00:00,1.23037,1.23434,1.22944,1.23376,6911,6
2013-04-01,16:00:00,1.23376,1.23418,1.23166,1.23255,4088,10
2013-04-01,20:00:00,1.23256,1.23306,1.23013,1.23109,4390,7
2013-04-02,00:00:00,1.23108,1.23287,1.22866,1.22937,8025,7
2013-04-02,04:00:00,1.22934,1.23072,1.22833,1.229,9242,6
2013-04-02,08:00:00,1.22896,1.22968,1.22477,1.22603,10814,5
2013-04-02,12:00:00,1.22605,1.22815,1.22471,1.22742,11954,5
2013-04-02,16:00:00,1.22742,1.22789,1.22586,1.2266,4921,7
2013-04-02,20:00:00,1.22661,1.22722,1.22561,1.22587,3910,6
2013-04-03,00:00:00,1.22586,1.22634,1.22348,1.22495,6657,8
2013-04-03,04:00:00,1.22493,1.22541,1.22233,1.22306,7518,8
2013-04-03,08:00:00,1.22306,1.22581,1.22188,1.22298,10151,5
2013-04-03,12:00:00,1.22296,1.22619,1.22232,1.22578,12264,5
2013-04-03,16:00:00,1.2257,1.22901,1.22521,1.22856,6499,6
2013-04-03,20:00:00,1.22851,1.22952,1.22726,1.22909,4140,6
2013-04-04,00:00:00,1.22906,1.22949,1.22487,1.22653,5758,8
2013-04-04,04:00:00,1.22656,1.23151,1.22644,1.22921,12312,5
2013-04-04,08:00:00,1.22921,1.23095,1.22709,1.22922,11450,5
2013-04-04,12:00:00,1.22921,1.23725,1.22353,1.23629,14899,5
2013-04-04,16:00:00,1.23629,1.24209,1.23607,1.23957,9859,5
2013-04-04,20:00:00,1.23961,1.24028,1.23851,1.23992,5344,6
2013-04-05,00:00:00,1.23991,1.24243,1.23913,1.24205,8219,7
2013-04-05,04:00:00,1.24208,1.24214,1.23719,1.23892,10197,2
2013-04-05,08:00:00,1.23889,1.24178,1.23834,1.24171,11076,5
2013-04-05,12:00:00,1.24172,1.25636,1.24151,1.2544,16469,1
2013-04-05,16:00:00,1.2544,1.25537,1.25074,1.25125,7657,4
2013-04-05,20:00:00,1.25124,1.25163,1.24993,1.25077,1781,10
2013-04-07,20:00:00,1.25278,1.25517,1.25202,1.25482,4466,7
2013-04-08,00:00:00,1.25482,1.25536,1.25131,1.25232,7380,7
2013-04-08,04:00:00,1.25231,1.25298,1.24961,1.2508,9098,7
2013-04-08,08:00:00,1.25082,1.25461,1.2492,1.25057,11877,5
2013-04-08,12:00:00,1.25057,1.2527,1.24907,1.25205,11797,5
2013-04-08,16:00:00,1.25207,1.2524,1.24837,1.24894,6418,5
2013-04-08,20:00:00,1.24893,1.25086,1.2487,1.25036,5621,8
2013-04-09,00:00:00,1.25041,1.25346,1.2502,1.25062,10094,5
2013-04-09,04:00:00,1.2506,1.2511,1.24817,1.24936,9312,6
2013-04-09,08:00:00,1.24938,1.25067,1.24489,1.24513,11925,6
2013-04-09,12:00:00,1.24517,1.24859,1.2432,1.24797,13240,5
2013-04-09,16:00:00,1.24798,1.24904,1.24615,1.24735,7887,8
2013-04-09,20:00:00,1.24737,1.24794,1.24608,1.24717,5884,9
2013-04-10,00:00:00,1.24717,1.24859,1.24385,1.24548,8080,14
2013-04-10,04:00:00,1.24548,1.24686,1.24376,1.24622,8963,11
2013-04-10,08:00:00,1.24619,1.24692,1.24347,1.24392,9585,9
2013-04-10,12:00:00,1.24392,1.24437,1.23863,1.2391,14042,10
2013-04-10,16:00:00,1.23908,1.23986,1.23813,1.23937,6274,11
2013-04-10,20:00:00,1.23937,1.24011,1.23818,1.23858,5523,12
2013-04-11,00:00:00,1.23859,1.24295,1.23701,1.2419,9427,11
2013-04-11,04:00:00,1.2419,1.24332,1.23829,1.23852,9066,12
2013-04-11,08:00:00,1.23865,1.24213,1.2365,1.24144,11518,10
2013-04-11,12:00:00,1.24145,1.24342,1.23958,1.2423,13475,10
2013-04-11,16:00:00,1.24238,1.2447,1.2423,1.24248,6412,14
2013-04-11,20:00:00,1.24252,1.24419,1.24201,1.24377,6364,11
2013-04-12,00:00:00,1.24376,1.24409,1.24193,1.24256,7271,14
2013-04-12,04:00:00,1.24257,1.24357,1.23927,1.23935,8800,10
2013-04-12,08:00:00,1.23932,1.24128,1.23866,1.23959,11850,11
2013-04-12,12:00:00,1.23961,1.24912,1.23914,1.24666,14300,7
2013-04-12,16:00:00,1.24663,1.24734,1.24499,1.24627,6078,13
2013-04-12,20:00:00,1.24628,1.24865,1.2461,1.24735,2481,17
2013-04-14,20:00:00,1.24799,1.24805,1.24538,1.24608,3324,16
2013-04-15,00:00:00,1.24608,1.25484,1.24494,1.25441,11146,14
2013-04-15,04:00:00,1.2544,1.2545,1.25123,1.25319,10310,10
2013-04-15,08:00:00,1.25321,1.2569,1.25222,1.25597,13076,10
2013-04-15,12:00:00,1.25599,1.26046,1.25585,1.25856,14978,8
2013-04-15,16:00:00,1.25856,1.26588,1.25749,1.26532,12948,9
2013-04-15,20:00:00,1.26533,1.26683,1.26198,1.26265,11459,9
2013-04-16,00:00:00,1.26266,1.26522,1.25989,1.26079,11742,11
2013-04-16,04:00:00,1.26076,1.26204,1.25946,1.26111,12302,10
2013-04-16,08:00:00,1.26112,1.26536,1.25938,1.26446,14808,11
2013-04-16,12:00:00,1.26446,1.26992,1.26394,1.26763,15997,9
2013-04-16,16:00:00,1.26762,1.27163,1.26726,1.26796,11354,11
2013-04-16,20:00:00,1.26794,1.27034,1.2675,1.26915,7180,11
2013-04-17,00:00:00,1.26915,1.27255,1.26907,1.27238,8638,11
2013-04-17,04:00:00,1.2724,1.27386,1.2702,1.27094,11189,10
2013-04-17,08:00:00,1.27093,1.27306,1.2675,1.26851,14441,11
2013-04-17,12:00:00,1.26851,1.27182,1.26223,1.26601,17116,10
2013-04-17,16:00:00,1.26606,1.26742,1.26389,1.2656,13999,11
2013-04-17,20:00:00,1.26562,1.26596,1.26334,1.26531,6555,9
2013-04-18,00:00:00,1.26532,1.26806,1.26466,1.26587,11095,11
2013-04-18,04:00:00,1.26587,1.2677,1.26399,1.26423,12704,10
2013-04-18,08:00:00,1.26423,1.26548,1.26202,1.26349,12245,9
2013-04-18,12:00:00,1.26353,1.2695,1.2631,1.26876,16590,9
2013-04-18,16:00:00,1.26876,1.27092,1.26675,1.26734,10681,13
2013-04-18,20:00:00,1.26731,1.26912,1.26591,1.26784,6330,10
2013-04-19,00:00:00,1.2678,1.26945,1.26433,1.26643,9038,12
2013-04-19,04:00:00,1.26641,1.26692,1.26237,1.26241,10361,11
2013-04-19,08:00:00,1.2624,1.26596,1.26198,1.26564,11091,11
2013-04-19,12:00:00,1.26568,1.27283,1.26546,1.26877,15639,10
2013-04-19,16:00:00,1.26878,1.27125,1.26785,1.26918,9303,12
2013-04-19,20:00:00,1.26921,1.27013,1.26849,1.26974,2009,14
2013-04-21,20:00:00,1.27172,1.27173,1.26994,1.27092,3046,16
2013-04-22,00:00:00,1.27091,1.27196,1.26855,1.26914,7953,11
2013-04-22,04:00:00,1.26915,1.2715,1.26877,1.27133,9327,8
2013-04-22,08:00:00,1.27133,1.27212,1.26842,1.27061,10890,3
2013-04-22,12:00:00,1.27058,1.27325,1.2687,1.27254,14601,6
2013-04-22,16:00:00,1.27255,1.2728,1.27094,1.27212,6842,7
2013-04-22,20:00:00,1.27215,1.27266,1.27095,1.27236,4495,10
2013-04-23,00:00:00,1.27232,1.27633,1.27209,1.27461,9232,7
2013-04-23,04:00:00,1.27459,1.27749,1.26829,1.26901,11753,7
2013-04-23,08:00:00,1.26899,1.26966,1.26579,1.26714,12242,5
2013-04-23,12:00:00,1.26713,1.2699,1.26521,1.26798,13291,6
2013-04-23,16:00:00,1.26798,1.27015,1.26584,1.26616,8067,9
2013-04-23,20:00:00,1.26616,1.26726,1.26551,1.26661,6087,7
2013-04-24,00:00:00,1.26659,1.27003,1.26485,1.26822,8684,9
2013-04-24,04:00:00,1.26821,1.26959,1.26587,1.26587,8923,7
2013-04-24,08:00:00,1.26589,1.26734,1.26223,1.26639,12146,6
2013-04-24,12:00:00,1.26645,1.26775,1.26349,1.26721,15082,6
2013-04-24,16:00:00,1.26718,1.26859,1.26542,1.26606,9284,6
2013-04-24,20:00:00,1.26603,1.26725,1.26503,1.26655,5991,6
2013-04-25,00:00:00,1.26651,1.26708,1.26398,1.26413,9840,6
2013-04-25,04:00:00,1.26412,1.26638,1.26374,1.26527,10312,6
2013-04-25,08:00:00,1.26528,1.26748,1.26389,1.26596,13135,6
2013-04-25,12:00:00,1.26601,1.26785,1.25992,1.26149,13832,5
2013-04-25,16:00:00,1.26149,1.26464,1.26084,1.26356,7188,6
2013-04-25,20:00:00,1.26358,1.26437,1.2627,1.26335,5774,5
2013-04-26,00:00:00,1.26336,1.26494,1.26095,1.26454,10093,7
2013-04-26,04:00:00,1.26453,1.26627,1.2619,1.26555,11167,6
2013-04-26,08:00:00,1.26557,1.26759,1.264,1.26515,10642,6
2013-04-26,12:00:00,1.26514,1.26818,1.26483,1.2676,15026,5
2013-04-26,16:00:00,1.2676,1.26863,1.26499,1.26758,7115,10
2013-04-26,20:00:00,1.26759,1.26775,1.26632,1.26674,1746,14
2013-04-28,20:00:00,1.26896,1.26947,1.26787,1.26811,2735,13
2013-04-29,00:00:00,1.26812,1.26872,1.26421,1.26455,6069,10
2013-04-29,04:00:00,1.26453,1.26745,1.26446,1.26676,8680,11
2013-04-29,08:00:00,1.26677,1.26713,1.26478,1.26527,10583,6
2013-04-29,12:00:00,1.26531,1.26743,1.26488,1.26493,12733,10
2013-04-29,16:00:00,1.26493,1.2658,1.26414,1.26547,6356,13
2013-04-29,20:00:00,1.26553,1.26632,1.26443,1.26614,5050,10
2013-04-30,00:00:00,1.26616,1.26662,1.26396,1.26501,6862,12
2013-04-30,04:00:00,1.26501,1.26532,1.26112,1.26269,10008,11
2013-04-30,08:00:00,1.26267,1.26531,1.26165,1.26489,10821,10
2013-04-30,12:00:00,1.26489,1.27362,1.26397,1.27006,15143,5
2013-04-30,16:00:00,1.27007,1.27044,1.2684,1.27034,7691,5
2013-04-30,20:00:00,1.27034,1.27037,1.26906,1.26962,5369,6
2013-05-01,00:00:00,1.26961,1.2703,1.268,1.2693,6031,6
2013-05-01,04:00:00,1.2693,1.27247,1.26916,1.27099,5822,6
2013-05-01,08:00:00,1.27102,1.27703,1.271,1.27676,8924,6
2013-05-01,12:00:00,1.27673,1.2843,1.2764,1.28263,14943,5
2013-05-01,16:00:00,1.28263,1.28469,1.28102,1.28363,11323,6
2013-05-01,20:00:00,1.28363,1.28375,1.28146,1.28164,6783,6
2013-05-02,00:00:00,1.28162,1.28655,1.28162,1.28515,9141,6
2013-05-02,04:00:00,1.28516,1.28804,1.28417,1.28576,10638,5
2013-05-02,08:00:00,1.28576,1.28841,1.27968,1.28652,10517,5
2013-05-02,12:00:00,1.28651,1.28877,1.27231,1.27352,18143,4
2013-05-02,16:00:00,1.2735,1.27475,1.27268,1.27439,6912,7
2013-05-02,20:00:00,1.2744,1.275,1.27305,1.27423,6232,5
2013-05-03,00:00:00,1.27421,1.2744,1.27187,1.27323,5569,8
2013-05-03,04:00:00,1.27324,1.27915,1.27246,1.27869,8279,6
2013-05-03,08:00:00,1.27867,1.28198,1.27694,1.27843,10587,5
2013-05-03,12:00:00,1.27845,1.28058,1.26892,1.27129,16686,5
2013-05-03,16:00:00,1.2713,1.27222,1.2699,1.27095,6337,7
2013-05-03,20:00:00,1.27096,1.27154,1.27035,1.27087,1469,18
2013-05-05,20:00:00,1.27253,1.27425,1.27231,1.27401,2385,9
2013-05-06,00:00:00,1.27405,1.27788,1.27352,1.27615,7321,8
2013-05-06,04:00:00,1.27613,1.27769,1.27472,1.27769,7008,7
2013-05-06,08:00:00,1.2777,1.28004,1.2772,1.27869,7670,6
2013-05-06,12:00:00,1.27871,1.28139,1.27504,1.27504,10294,7
2013-05-06,16:00:00,1.27505,1.27682,1.27502,1.27513,5100,8
2013-05-06,20:00:00,1.27509,1.27631,1.27464,1.276,4205,11
2013-05-07,00:00:00,1.27599,1.27794,1.27545,1.27746,8115,10
2013-05-07,04:00:00,1.2775,1.28512,1.27688,1.28277,11885,1
2013-05-07,08:00:00,1.28277,1.29065,1.2825,1.29065,11748,6
2013-05-07,12:00:00,1.29067,1.29098,1.28645,1.28752,12307,6
2013-05-07,16:00:00,1.28752,1.28784,1.28368,1.2841,6155,8
2013-05-07,20:00:00,1.28409,1.28567,1.2833,1.28496,5693,6
2013-05-08,00:00:00,1.28497,1.28745,1.28434,1.28534,8521,7
2013-05-08,04:00:00,1.28535,1.2868,1.28421,1.28556,9337,7
2013-05-08,08:00:00,1.28558,1.28953,1.28494,1.28664,10990,7
2013-05-08,12:00:00,1.28666,1.2946,1.28662,1.29396,13476,5
2013-05-08,16:00:00,1.29402,1.29466,1.29193,1.29386,7257,6
2013-05-08,20:00:00,1.29387,1.29425,1.29062,1.29145,6592,4
2013-05-09,00:00:00,1.29146,1.29452,1.28371,1.2842,8593,4
2013-05-09,04:00:00,1.28421,1.28662,1.28353,1.28624,8463,6
2013-05-09,08:00:00,1.28625,1.28755,1.28405,1.28531,10290,6
2013-05-09,12:00:00,1.28536,1.28646,1.2839,1.2858,13016,5
2013-05-09,16:00:00,1.28578,1.29772,1.28557,1.29295,13440,7
2013-05-09,20:00:00,1.29284,1.29377,1.29104,1.29325,8330,6
2013-05-10,00:00:00,1.29327,1.29487,1.29155,1.29271,10477,9
2013-05-10,04:00:00,1.29273,1.29694,1.29269,1.29675,11189,7
2013-05-10,08:00:00,1.29668,1.29928,1.29346,1.29629,14654,7
2013-05-10,12:00:00,1.29632,1.30172,1.29571,1.2971,18287,5
2013-05-10,16:00:00,1.29711,1.2974,1.29383,1.29694,9421,6
2013-05-10,20:00:00,1.29695,1.29736,1.29513,1.29549,1776,10
2013-05-12,20:00:00,1.29619,1.29919,1.29531,1.29876,4352,1
2013-05-13,00:00:00,1.2987,1.30092,1.29719,1.30025,8842,1
2013-05-13,04:00:00,1.30019,1.30104,1.29664,1.2986,11419,6
2013-05-13,08:00:00,1.29859,1.30295,1.29805,1.30111,11152,7
2013-05-13,12:00:00,1.30108,1.30397,1.29848,1.30268,15290,6
2013-05-13,16:00:00,1.30267,1.30499,1.30249,1.30259,8186,7
2013-05-13,20:00:00,1.30261,1.30452,1.30237,1.30254,6685,5
2013-05-14,00:00:00,1.30253,1.30505,1.30211,1.30465,9864,8
2013-05-14,04:00:00,1.30464,1.30469,1.29941,1.30344,10719,1
2013-05-14,08:00:00,1.30344,1.30936,1.30335,1.30556,16400,1
2013-05-14,12:00:00,1.30556,1.3119,1.30536,1.30961,17516,1
2013-05-14,16:00:00,1.30963,1.31049,1.30696,1.30791,12694,1
2013-05-14,20:00:00,1.30791,1.30834,1.30438,1.30587,7322,1
2013-05-15,00:00:00,1.30589,1.3077,1.30465,1.30689,9757,1
2013-05-15,04:00:00,1.30689,1.30847,1.30471,1.30646,13031,1
2013-05-15,08:00:00,1.30642,1.30806,1.30207,1.3027,15906,1
2013-05-15,12:00:00,1.3027,1.30278,1.29818,1.30059,18869,1
2013-05-15,16:00:00,1.30059,1.3043,1.30006,1.30287,10370,1
2013-05-15,20:00:00,1.30287,1.30317,1.30064,1.30158,7786,1
2013-05-16,00:00:00,1.30164,1.30316,1.29946,1.3028,10259,1
2013-05-16,04:00:00,1.30281,1.31075,1.30213,1.30957,13265,1
2013-05-16,08:00:00,1.3096,1.31333,1.30938,1.31056,15440,1
2013-05-16,12:00:00,1.31059,1.31345,1.30794,1.31008,18993,1
2013-05-16,16:00:00,1.31006,1.31346,1.30968,1.31292,11575,1
2013-05-16,20:00:00,1.31292,1.31383,1.31069,1.31123,6997,1
2013-05-17,00:00:00,1.31123,1.31984,1.31071,1.31959,10434,1
2013-05-17,04:00:00,1.31961,1.32194,1.31711,1.32143,12994,1
2013-05-17,08:00:00,1.32144,1.3225,1.31704,1.32072,13704,1
2013-05-17,12:00:00,1.3207,1.32187,1.31579,1.31641,18000,1
2013-05-17,16:00:00,1.31644,1.31965,1.31584,1.31903,9835,1
2013-05-17,20:00:00,1.31898,1.31946,1.31704,1.31908,1968,10
2013-05-19,20:00:00,1.31616,1.31817,1.31375,1.31396,4783,4
2013-05-20,00:00:00,1.31396,1.31619,1.3122,1.31228,9094,8
2013-05-20,04:00:00,1.31228,1.31728,1.3118,1.31552,9823,6
2013-05-20,08:00:00,1.31552,1.31718,1.31418,1.31457,9925,6
2013-05-20,12:00:00,1.31456,1.3159,1.31252,1.31435,11926,5
2013-05-20,16:00:00,1.31435,1.31442,1.31145,1.31275,10714,6
2013-05-20,20:00:00,1.31275,1.31418,1.31211,1.3134,7568,7
2013-05-21,00:00:00,1.31339,1.3203,1.31327,1.3145,11337,5
2013-05-21,04:00:00,1.31453,1.31497,1.3104,1.31286,10351,5
2013-05-21,08:00:00,1.3129,1.31646,1.3127,1.31498,12802,5
2013-05-21,12:00:00,1.31498,1.3195,1.31402,1.31646,15341,4
2013-05-21,16:00:00,1.31656,1.3174,1.31311,1.31636,10508,6
2013-05-21,20:00:00,1.31638,1.31696,1.31527,1.31584,6908,7
2013-05-22,00:00:00,1.31581,1.32122,1.31538,1.31997,9403,10
2013-05-22,04:00:00,1.31996,1.32484,1.31911,1.32397,10718,6
2013-05-22,08:00:00,1.32399,1.32756,1.3238,1.32428,13490,6
2013-05-22,12:00:00,1.32429,1.3318,1.3223,1.32824,18881,4
2013-05-22,16:00:00,1.32826,1.33019,1.32459,1.32572,20225,5
2013-05-22,20:00:00,1.32574,1.3296,1.32483,1.32878,10343,5
2013-05-23,00:00:00,1.32877,1.33426,1.32752,1.33415,16452,5
2013-05-23,04:00:00,1.33413,1.33758,1.33075,1.33616,22419,5
2013-05-23,08:00:00,1.33618,1.33792,1.32487,1.33047,23575,5
2013-05-23,12:00:00,1.33048,1.33219,1.32385,1.32586,19867,5
2013-05-23,16:00:00,1.32591,1.32896,1.32492,1.32715,12374,12
2013-05-23,20:00:00,1.32712,1.33457,1.32536,1.33446,7882,12
