<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2011.01.17	04:00:00	1.34989	1.35127	1.33954	1.34002	16569	0	40
2011.01.17	08:00:00	1.34005	1.34038	1.33561	1.33760	20921	0	31
2011.01.17	12:00:00	1.33758	1.33836	1.33467	1.33593	20177	0	41
2011.01.17	16:00:00	1.33593	1.33811	1.33554	1.33672	8131	0	47
2011.01.17	20:00:00	1.33674	1.33881	1.33590	1.33785	9253	0	80
2011.01.18	00:00:00	1.33783	1.33995	1.33732	1.33942	11569	0	80
2011.01.18	04:00:00	1.33943	1.34093	1.33686	1.34024	19850	0	41
2011.01.18	08:00:00	1.34026	1.34441	1.33954	1.34218	22934	0	41
2011.01.18	12:00:00	1.34219	1.34710	1.34072	1.34249	23991	0	40
2011.01.18	16:00:00	1.34254	1.34316	1.33879	1.34103	14244	0	40
2011.01.18	20:00:00	1.34106	1.34206	1.33885	1.34092	9291	0	80
2011.01.19	00:00:00	1.34089	1.34142	1.33874	1.33977	12940	0	80
2011.01.19	04:00:00	1.33978	1.34181	1.33713	1.33785	19648	0	40
2011.01.19	08:00:00	1.33786	1.34294	1.33726	1.34207	21303	0	41
2011.01.19	12:00:00	1.34209	1.34629	1.34151	1.34541	23700	0	25
2011.01.19	16:00:00	1.34534	1.34782	1.34425	1.34633	16676	0	40
2011.01.19	20:00:00	1.34635	1.35049	1.34508	1.34867	13003	0	80
2011.01.20	00:00:00	1.34872	1.35084	1.34749	1.34979	13802	0	80
2011.01.20	04:00:00	1.34982	1.35524	1.34965	1.35384	20605	0	40
2011.01.20	08:00:00	1.35386	1.35941	1.35199	1.35914	22668	0	40
2011.01.20	12:00:00	1.35921	1.36499	1.35795	1.36212	27044	0	40
2011.01.20	16:00:00	1.36217	1.36457	1.36209	1.36375	17130	0	40
2011.01.20	20:00:00	1.36381	1.36612	1.36315	1.36519	12425	0	80
2011.01.21	00:00:00	1.36526	1.36899	1.36520	1.36836	15186	0	81
2011.01.21	04:00:00	1.36837	1.37305	1.36667	1.37124	21202	0	40
2011.01.21	08:00:00	1.37130	1.37357	1.36576	1.36576	22064	0	40
2011.01.21	12:00:00	1.36573	1.37359	1.36545	1.37266	24552	0	40
2011.01.21	16:00:00	1.37267	1.37571	1.37185	1.37511	15154	0	40
2011.01.21	20:00:00	1.37507	1.37679	1.37419	1.37569	2137	0	80
2011.01.23	20:00:00	1.37645	1.37780	1.37411	1.37632	5875	0	80
2011.01.24	00:00:00	1.37629	1.37840	1.37478	1.37532	11198	0	80
2011.01.24	04:00:00	1.37543	1.37648	1.37074	1.37182	17950	0	40
2011.01.24	08:00:00	1.37182	1.37199	1.36740	1.36866	20157	0	40
2011.01.24	12:00:00	1.36864	1.37353	1.36499	1.36499	24725	0	40
2011.01.24	16:00:00	1.36502	1.36751	1.36369	1.36613	13938	0	41
2011.01.24	20:00:00	1.36612	1.37336	1.36556	1.37307	9767	0	80
2011.01.25	00:00:00	1.37309	1.37468	1.37079	1.37117	12115	0	80
2011.01.25	04:00:00	1.37116	1.37223	1.36848	1.36907	19743	0	41
2011.01.25	08:00:00	1.36906	1.37279	1.36467	1.37206	23168	0	40
2011.01.25	12:00:00	1.37203	1.37794	1.37125	1.37625	25355	0	40
2011.01.25	16:00:00	1.37632	1.37741	1.37171	1.37232	18349	0	40
2011.01.25	20:00:00	1.37233	1.37503	1.37153	1.37202	9532	0	80
2011.01.26	00:00:00	1.37201	1.37391	1.37069	1.37141	10711	0	80
2011.01.26	04:00:00	1.37150	1.37299	1.36878	1.37137	18160	0	40
2011.01.26	08:00:00	1.37136	1.37484	1.37067	1.37315	21070	0	42
2011.01.26	12:00:00	1.37316	1.37659	1.37084	1.37575	21938	0	40
2011.01.26	16:00:00	1.37580	1.37657	1.37074	1.37188	18184	0	25
2011.01.26	20:00:00	1.37186	1.37293	1.37063	1.37078	10834	0	80
2011.01.27	00:00:00	1.37077	1.37747	1.37075	1.37510	11634	0	80
2011.01.27	04:00:00	1.37508	1.38114	1.37500	1.37901	19892	0	40
2011.01.27	08:00:00	1.37890	1.38473	1.37804	1.38410	22181	0	19
2011.01.27	12:00:00	1.38412	1.38587	1.38086	1.38122	24131	0	42
2011.01.27	16:00:00	1.38124	1.38458	1.38055	1.38426	16740	0	40
2011.01.27	20:00:00	1.38424	1.38708	1.38291	1.38649	9821	0	80
2011.01.28	00:00:00	1.38651	1.38749	1.38399	1.38482	12702	0	80
2011.01.28	04:00:00	1.38479	1.38556	1.38135	1.38188	18294	0	40
2011.01.28	08:00:00	1.38189	1.38349	1.37455	1.37508	20519	0	11
2011.01.28	12:00:00	1.37514	1.37616	1.37009	1.37046	25750	0	41
2011.01.28	16:00:00	1.37053	1.37176	1.36834	1.37008	18321	0	40
2011.01.28	20:00:00	1.37007	1.37142	1.36848	1.36887	2227	0	80
2011.01.30	20:00:00	1.37233	1.37618	1.37200	1.37346	7576	0	80
2011.01.31	00:00:00	1.37344	1.37368	1.36955	1.37046	12612	0	80
2011.01.31	04:00:00	1.37043	1.37194	1.36773	1.37133	19618	0	40
2011.01.31	08:00:00	1.37132	1.37725	1.37108	1.37725	22100	0	41
2011.01.31	12:00:00	1.37726	1.37862	1.37386	1.37464	24591	0	40
2011.01.31	16:00:00	1.37458	1.37472	1.37140	1.37351	16414	0	40
2011.01.31	20:00:00	1.37347	1.37592	1.37224	1.37500	8980	0	80
2011.02.01	00:00:00	1.37499	1.37565	1.36732	1.36757	14169	0	80
2011.02.01	04:00:00	1.36756	1.36950	1.36460	1.36580	20359	0	41
2011.02.01	08:00:00	1.36580	1.36828	1.36508	1.36531	23468	0	42
2011.02.01	12:00:00	1.36531	1.36588	1.36137	1.36239	24509	0	40
2011.02.01	16:00:00	1.36241	1.36770	1.36204	1.36727	16720	0	40
2011.02.01	20:00:00	1.36725	1.36823	1.36608	1.36656	9438	0	80
2011.02.02	00:00:00	1.36657	1.36900	1.36622	1.36778	11803	0	80
2011.02.02	04:00:00	1.36777	1.36955	1.36598	1.36625	17933	0	40
2011.02.02	08:00:00	1.36624	1.36983	1.36485	1.36757	20694	0	41
2011.02.02	12:00:00	1.36766	1.37176	1.36643	1.36920	20198	0	40
2011.02.02	16:00:00	1.36916	1.36972	1.36715	1.36889	15701	0	40
2011.02.02	20:00:00	1.36888	1.37043	1.36425	1.36473	10757	0	80
2011.02.03	00:00:00	1.36473	1.36577	1.36415	1.36488	12071	0	70
2011.02.03	04:00:00	1.36489	1.36700	1.35998	1.36165	17564	0	40
2011.02.03	08:00:00	1.36164	1.36194	1.35781	1.35837	19838	0	40
2011.02.03	12:00:00	1.35840	1.35859	1.34573	1.34611	23206	0	40
2011.02.03	16:00:00	1.34603	1.34641	1.34129	1.34174	15730	0	40
2011.02.03	20:00:00	1.34167	1.34314	1.33809	1.33833	10040	0	80
2011.02.04	00:00:00	1.33831	1.33898	1.33635	1.33789	8806	0	80
2011.02.04	04:00:00	1.33793	1.33961	1.33639	1.33770	14273	0	40
2011.02.04	08:00:00	1.33771	1.34022	1.33748	1.34016	14421	0	40
2011.02.04	12:00:00	1.34017	1.34361	1.33033	1.33963	9823	0	40
2011.02.04	16:00:00	1.33969	1.34343	1.33921	1.33942	9325	0	40
2011.02.04	20:00:00	1.33941	1.34135	1.33827	1.33921	1815	0	80
2011.02.06	20:00:00	1.33825	1.34299	1.33825	1.34087	5163	0	80
2011.02.07	00:00:00	1.34085	1.34371	1.34082	1.34249	10054	0	80
2011.02.07	04:00:00	1.34254	1.34356	1.33957	1.34221	13782	0	40
2011.02.07	08:00:00	1.34214	1.34258	1.33517	1.33648	11832	0	42
2011.02.07	12:00:00	1.33643	1.33723	1.33181	1.33709	10093	0	40
2011.02.07	16:00:00	1.33697	1.34080	1.33562	1.34008	10623	0	40
2011.02.07	20:00:00	1.33986	1.34127	1.33907	1.34036	7783	0	80
2011.02.08	00:00:00	1.34030	1.34303	1.34028	1.34143	9615	0	80
2011.02.08	04:00:00	1.34158	1.34284	1.33779	1.33803	12064	0	40
2011.02.08	08:00:00	1.33788	1.34919	1.33686	1.34574	10827	0	41
2011.02.08	12:00:00	1.34576	1.34632	1.34169	1.34489	9577	0	40
2011.02.08	16:00:00	1.34477	1.34503	1.34174	1.34270	9885	0	40
2011.02.08	20:00:00	1.34269	1.34369	1.34156	1.34285	7801	0	74
2011.02.09	00:00:00	1.34283	1.34657	1.34281	1.34592	9484	0	80
2011.02.09	04:00:00	1.34590	1.35003	1.34580	1.34941	11687	0	40
2011.02.09	08:00:00	1.34933	1.35065	1.34627	1.34995	10320	0	40
2011.02.09	12:00:00	1.34994	1.35638	1.34982	1.35581	10566	0	40
2011.02.09	16:00:00	1.35577	1.35884	1.35505	1.35729	9943	0	40
2011.02.09	20:00:00	1.35725	1.36005	1.35419	1.35992	9518	0	80
2011.02.10	00:00:00	1.35995	1.36077	1.35836	1.35985	9857	0	80
2011.02.10	04:00:00	1.35983	1.36050	1.35788	1.35897	17636	0	40
2011.02.10	08:00:00	1.35902	1.35905	1.35604	1.35794	17210	0	43
2011.02.10	12:00:00	1.35795	1.35797	1.35368	1.35522	16221	0	40
2011.02.10	16:00:00	1.35521	1.35684	1.35278	1.35288	13598	0	40
2011.02.10	20:00:00	1.35285	1.35876	1.35284	1.35764	9303	0	75
2011.02.11	00:00:00	1.35765	1.36028	1.35736	1.35893	11756	0	80
2011.02.11	04:00:00	1.35891	1.36022	1.35652	1.35696	15749	0	40
2011.02.11	08:00:00	1.35692	1.35722	1.35381	1.35381	13225	0	40
2011.02.11	12:00:00	1.35385	1.35456	1.35125	1.35160	8681	0	40
2011.02.11	16:00:00	1.35165	1.35269	1.35062	1.35161	6724	0	40
2011.02.11	20:00:00	1.35147	1.35193	1.34995	1.35193	1850	0	80
2011.02.13	20:00:00	1.35043	1.35122	1.34714	1.34780	5966	0	80
2011.02.14	00:00:00	1.34781	1.34881	1.34550	1.34750	10069	0	80
2011.02.14	04:00:00	1.34761	1.34781	1.34168	1.34214	16150	0	40
2011.02.14	08:00:00	1.34212	1.34497	1.34121	1.34334	18784	0	40
2011.02.14	12:00:00	1.34337	1.34515	1.34190	1.34414	16897	0	40
2011.02.14	16:00:00	1.34417	1.34519	1.34274	1.34367	12098	0	40
2011.02.14	20:00:00	1.34366	1.34575	1.34343	1.34552	8186	0	80
2011.02.15	00:00:00	1.34556	1.34606	1.34369	1.34471	11323	0	80
2011.02.15	04:00:00	1.34472	1.34813	1.34470	1.34803	16650	0	41
2011.02.15	08:00:00	1.34802	1.35278	1.34715	1.35070	15807	0	41
2011.02.15	12:00:00	1.35056	1.35341	1.34992	1.35077	15190	0	40
2011.02.15	16:00:00	1.35073	1.35545	1.35003	1.35468	13692	0	40
2011.02.15	20:00:00	1.35458	1.35477	1.35247	1.35385	8435	0	70
2011.02.16	00:00:00	1.35386	1.35446	1.35208	1.35287	11027	0	80
2011.02.16	04:00:00	1.35288	1.35878	1.35276	1.35551	17449	0	40
2011.02.16	08:00:00	1.35548	1.35586	1.35086	1.35202	17427	0	41
2011.02.16	12:00:00	1.35205	1.35737	1.34904	1.35698	16754	0	40
2011.02.16	16:00:00	1.35685	1.36011	1.34964	1.35140	15322	0	42
2011.02.16	20:00:00	1.35145	1.35360	1.35106	1.35199	8645	0	80
2011.02.17	00:00:00	1.35201	1.35494	1.35143	1.35302	9612	0	80
2011.02.17	04:00:00	1.35292	1.35331	1.34857	1.34935	15428	0	40
2011.02.17	08:00:00	1.34941	1.35360	1.34855	1.35044	14444	0	42
2011.02.17	12:00:00	1.35040	1.35238	1.34348	1.34538	12565	0	40
2011.02.17	16:00:00	1.34541	1.34602	1.34236	1.34480	11311	0	40
2011.02.17	20:00:00	1.34481	1.34652	1.34403	1.34528	9056	0	75
2011.02.18	00:00:00	1.34527	1.34582	1.34322	1.34334	9581	0	80
2011.02.18	04:00:00	1.34333	1.34426	1.34073	1.34217	13598	0	40
2011.02.18	08:00:00	1.34212	1.34659	1.34025	1.34598	15160	0	40
2011.02.18	12:00:00	1.34601	1.35053	1.34547	1.34780	15102	0	40
2011.02.18	16:00:00	1.34781	1.35062	1.34661	1.34855	12446	0	40
2011.02.18	20:00:00	1.34857	1.35050	1.34837	1.34915	1677	0	80
2011.02.20	20:00:00	1.34895	1.35222	1.34784	1.35117	4444	0	84
2011.02.21	00:00:00	1.35116	1.35177	1.34937	1.35134	8072	0	80
2011.02.21	04:00:00	1.35138	1.35251	1.35023	1.35205	13832	0	40
2011.02.21	08:00:00	1.35213	1.35448	1.35131	1.35148	15145	0	40
2011.02.21	12:00:00	1.35146	1.35701	1.35068	1.35551	14862	0	40
2011.02.21	16:00:00	1.35555	1.35614	1.35380	1.35456	8101	0	40
2011.02.21	20:00:00	1.35457	1.35835	1.35339	1.35353	9699	0	80
2011.02.22	00:00:00	1.35351	1.35601	1.35128	1.35398	13676	0	80
2011.02.22	04:00:00	1.35391	1.35567	1.35140	1.35449	19644	0	40
2011.02.22	08:00:00	1.35450	1.36454	1.35298	1.36265	21420	0	40
2011.02.22	12:00:00	1.36264	1.36713	1.36215	1.36708	22183	0	40
2011.02.22	16:00:00	1.36708	1.36927	1.36545	1.36736	17576	0	41
2011.02.22	20:00:00	1.36734	1.36792	1.36469	1.36500	10664	0	80
2011.02.23	00:00:00	1.36501	1.36682	1.36492	1.36643	11116	0	80
2011.02.23	04:00:00	1.36644	1.36826	1.36478	1.36716	17544	0	40
2011.02.23	08:00:00	1.36719	1.36903	1.36587	1.36827	19249	0	40
2011.02.23	12:00:00	1.36828	1.37843	1.36801	1.37549	22623	0	40
2011.02.23	16:00:00	1.37550	1.37651	1.37047	1.37177	16867	0	40
2011.02.23	20:00:00	1.37178	1.37260	1.36901	1.37014	10096	0	80
2011.02.24	00:00:00	1.37015	1.37117	1.36586	1.36692	9910	0	80
2011.02.24	04:00:00	1.36693	1.37102	1.36651	1.37098	20005	0	40
2011.02.24	08:00:00	1.37099	1.37292	1.36782	1.36910	20603	0	40
2011.02.24	12:00:00	1.36915	1.36936	1.36219	1.36726	22274	0	40
2011.02.24	16:00:00	1.36724	1.37015	1.36548	1.36656	16635	0	40
2011.02.24	20:00:00	1.36654	1.36794	1.36508	1.36591	9026	0	80
2011.02.25	00:00:00	1.36590	1.36720	1.36327	1.36393	10840	0	80
2011.02.25	04:00:00	1.36392	1.36736	1.36384	1.36681	16053	0	40
2011.02.25	08:00:00	1.36680	1.36783	1.35861	1.35899	18146	0	40
2011.02.25	12:00:00	1.35905	1.35905	1.35139	1.35447	21033	0	40
2011.02.25	16:00:00	1.35446	1.35550	1.35014	1.35121	11975	0	40
2011.02.25	20:00:00	1.35120	1.35144	1.35008	1.35104	1527	0	80
2011.02.27	20:00:00	1.35352	1.35478	1.35237	1.35257	5903	0	80
2011.02.28	00:00:00	1.35256	1.35561	1.35254	1.35327	10285	0	80
2011.02.28	04:00:00	1.35338	1.35808	1.35157	1.35771	17227	0	40
2011.02.28	08:00:00	1.35777	1.36512	1.35756	1.35976	18843	0	40
2011.02.28	12:00:00	1.35983	1.36098	1.35502	1.35556	20757	0	40
2011.02.28	16:00:00	1.35552	1.35600	1.35385	1.35497	13960	0	40
2011.02.28	20:00:00	1.35491	1.35736	1.35422	1.35551	9073	0	80
2011.03.01	00:00:00	1.35550	1.35919	1.35444	1.35904	9984	0	70
2011.03.01	04:00:00	1.35905	1.35990	1.35689	1.35820	18069	0	40
2011.03.01	08:00:00	1.35822	1.35875	1.35610	1.35711	18135	0	40
2011.03.01	12:00:00	1.35712	1.36094	1.35667	1.35957	20475	0	40
2011.03.01	16:00:00	1.35956	1.36069	1.35766	1.35835	15466	0	40
2011.03.01	20:00:00	1.35836	1.36033	1.35650	1.35828	10565	0	80
2011.03.02	00:00:00	1.35826	1.36268	1.35815	1.36215	5746	0	80
2011.03.02	04:00:00	1.36224	1.36356	1.36039	1.36212	17746	0	40
2011.03.02	08:00:00	1.36212	1.36517	1.36165	1.36248	18590	0	40
2011.03.02	12:00:00	1.36250	1.36763	1.36160	1.36527	18777	0	40
2011.03.02	16:00:00	1.36529	1.36550	1.36176	1.36386	13165	0	40
2011.03.02	20:00:00	1.36387	1.36512	1.36283	1.36405	8077	0	80
2011.03.03	00:00:00	1.36406	1.36495	1.36355	1.36436	8090	0	80
2011.03.03	04:00:00	1.36444	1.36468	1.36223	1.36281	16269	0	40
2011.03.03	08:00:00	1.36283	1.36478	1.35971	1.36048	16868	0	40
2011.03.03	12:00:00	1.36047	1.37656	1.36016	1.37635	21426	0	40
2011.03.03	16:00:00	1.37636	1.37675	1.37335	1.37386	13319	0	40
2011.03.03	20:00:00	1.37385	1.37997	1.37369	1.37894	10076	0	80
2011.03.04	00:00:00	1.37898	1.37916	1.37588	1.37599	7507	0	80
2011.03.04	04:00:00	1.37600	1.37910	1.37579	1.37808	13503	0	40
2011.03.04	08:00:00	1.37809	1.38033	1.37740	1.37943	15303	0	40
2011.03.04	12:00:00	1.37944	1.38483	1.37808	1.38277	17453	0	13
2011.03.04	16:00:00	1.38278	1.38380	1.37903	1.37916	12633	0	40
2011.03.04	20:00:00	1.37915	1.37982	1.37761	1.37923	1591	0	80
2011.03.06	20:00:00	1.37824	1.37933	1.37687	1.37826	4490	0	80
2011.03.07	00:00:00	1.37833	1.38017	1.37759	1.37952	9057	0	80
2011.03.07	04:00:00	1.37953	1.38146	1.37753	1.37883	16164	0	40
2011.03.07	08:00:00	1.37881	1.38052	1.37706	1.37984	17858	0	41
2011.03.07	12:00:00	1.37983	1.38254	1.37615	1.38226	21746	0	43
2011.03.07	16:00:00	1.38222	1.38334	1.38006	1.38133	14192	0	40
2011.03.07	20:00:00	1.38134	1.38187	1.37873	1.37883	7859	0	80
2011.03.08	00:00:00	1.37882	1.38203	1.37806	1.38154	8870	0	80
2011.03.08	04:00:00	1.38153	1.38290	1.37703	1.37746	17465	0	40
2011.03.08	08:00:00	1.37745	1.37979	1.37622	1.37774	17602	0	40
2011.03.08	12:00:00	1.37775	1.37997	1.37558	1.37558	21216	0	41
2011.03.08	16:00:00	1.37562	1.37712	1.37457	1.37607	12881	0	40
2011.03.08	20:00:00	1.37609	1.37861	1.37579	1.37778	9038	0	75
2011.03.09	00:00:00	1.37780	1.37969	1.37698	1.37919	10372	0	80
2011.03.09	04:00:00	1.37920	1.37941	1.37380	1.37499	16282	0	40
2011.03.09	08:00:00	1.37501	1.37714	1.37376	1.37543	18985	0	40
2011.03.09	12:00:00	1.37546	1.37792	1.37188	1.37530	21354	0	40
2011.03.09	16:00:00	1.37528	1.37716	1.37420	1.37574	15189	0	40
2011.03.09	20:00:00	1.37582	1.38134	1.37494	1.37675	9843	0	80
2011.03.10	00:00:00	1.37676	1.38151	1.37550	1.37956	13018	0	80
2011.03.10	04:00:00	1.37955	1.38076	1.37588	1.37691	18952	0	40
2011.03.10	08:00:00	1.37689	1.37956	1.37666	1.37876	18394	0	40
2011.03.10	12:00:00	1.37875	1.38195	1.37741	1.37971	20568	0	40
2011.03.10	16:00:00	1.37979	1.38056	1.37716	1.37944	16234	0	40
2011.03.10	20:00:00	1.37942	1.37951	1.37635	1.37698	8916	0	32
2011.03.11	00:00:00	1.37699	1.37855	1.37608	1.37752	10507	0	80
2011.03.11	04:00:00	1.37751	1.38343	1.37751	1.38070	19953	0	40
2011.03.11	08:00:00	1.38070	1.38267	1.37609	1.37714	18955	0	40
2011.03.11	12:00:00	1.37713	1.37752	1.37054	1.37128	20000	0	40
2011.03.11	16:00:00	1.37127	1.37226	1.36744	1.36933	14890	0	40
2011.03.11	20:00:00	1.36934	1.37104	1.36905	1.37091	1962	0	80
2011.03.13	20:00:00	1.38097	1.38098	1.37681	1.37833	8567	0	80
2011.03.14	00:00:00	1.37835	1.38334	1.37787	1.38173	12587	0	80
2011.03.14	04:00:00	1.38165	1.38360	1.37976	1.38120	17072	0	40
2011.03.14	08:00:00	1.38124	1.38786	1.38058	1.38507	20885	0	40
2011.03.14	12:00:00	1.38509	1.38857	1.38354	1.38703	20822	0	40
2011.03.14	16:00:00	1.38702	1.38764	1.38427	1.38525	13592	0	40
2011.03.14	20:00:00	1.38524	1.38914	1.38415	1.38869	8871	0	80
2011.03.15	00:00:00	1.38870	1.40098	1.38859	1.39692	18385	0	74
2011.03.15	04:00:00	1.39690	1.40352	1.39489	1.40212	22080	0	40
2011.03.15	08:00:00	1.40211	1.41311	1.40168	1.41102	25340	0	41
2011.03.15	12:00:00	1.41103	1.41395	1.40679	1.41081	23869	0	40
2011.03.15	16:00:00	1.41080	1.41381	1.40803	1.41222	18225	0	42
2011.03.15	20:00:00	1.41221	1.41498	1.40392	1.40392	15360	0	80
2011.03.16	00:00:00	1.40390	1.41155	1.40382	1.40927	15984	0	80
2011.03.16	04:00:00	1.40928	1.40982	1.40330	1.40571	19312	0	40
2011.03.16	08:00:00	1.40575	1.40837	1.40406	1.40711	21286	0	40
2011.03.16	12:00:00	1.40710	1.41637	1.40482	1.41258	23564	0	40
2011.03.16	16:00:00	1.41259	1.42055	1.41137	1.41250	20487	0	41
2011.03.16	20:00:00	1.41242	1.43369	1.41212	1.41841	24324	0	80
2011.03.17	00:00:00	1.41843	1.42166	1.41635	1.42166	17102	0	80
2011.03.17	04:00:00	1.42167	1.42208	1.41544	1.41887	21728	0	44
2011.03.17	08:00:00	1.41885	1.42919	1.41799	1.42186	23500	0	40
2011.03.17	12:00:00	1.42186	1.42993	1.41664	1.42729	22327	0	40
2011.03.17	16:00:00	1.42730	1.43128	1.42700	1.42992	16429	0	41
2011.03.17	20:00:00	1.42993	1.43226	1.41019	1.41800	16115	0	80
2011.03.18	00:00:00	1.41805	1.41883	1.41423	1.41583	15899	0	80
2011.03.18	04:00:00	1.41579	1.42018	1.41503	1.41856	19597	0	40
2011.03.18	08:00:00	1.41859	1.42795	1.41811	1.42297	19109	0	40
2011.03.18	12:00:00	1.42296	1.42661	1.42043	1.42420	19772	0	40
2011.03.18	16:00:00	1.42418	1.42438	1.42023	1.42327	13910	0	41
2011.03.18	20:00:00	1.42334	1.42347	1.42156	1.42156	6	0	89
2011.03.20	20:00:00	1.42385	1.42433	1.41899	1.42178	5053	0	80
2011.03.21	00:00:00	1.42177	1.42218	1.41396	1.41434	10854	0	80
2011.03.21	04:00:00	1.41440	1.41505	1.40971	1.40989	17315	0	40
2011.03.21	08:00:00	1.40988	1.41144	1.40657	1.41093	17721	0	41
2011.03.21	12:00:00	1.41092	1.41401	1.40809	1.41318	20561	0	40
