<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.08	04:00:00	1.62323	1.62353	1.61982	1.62036	6179	0	15
2020.01.08	08:00:00	1.62033	1.62162	1.61834	1.61941	8194	0	15
2020.01.08	12:00:00	1.61941	1.62358	1.61892	1.62208	7953	0	15
2020.01.08	16:00:00	1.62207	1.62263	1.61616	1.61692	6670	0	15
2020.01.08	20:00:00	1.61692	1.61857	1.61632	1.61635	3978	0	15
2020.01.09	00:00:00	1.61633	1.61824	1.61584	1.61766	5322	0	15
2020.01.09	04:00:00	1.61766	1.61839	1.61577	1.61660	5036	0	15
2020.01.09	08:00:00	1.61661	1.62050	1.61618	1.61914	7013	0	15
2020.01.09	12:00:00	1.61914	1.62073	1.61835	1.61984	7190	0	15
2020.01.09	16:00:00	1.61982	1.62162	1.61903	1.62100	5045	0	15
2020.01.09	20:00:00	1.62100	1.62100	1.61895	1.62081	3037	0	15
2020.01.10	00:00:00	1.62081	1.62106	1.61693	1.61697	5091	0	15
2020.01.10	04:00:00	1.61696	1.61696	1.61402	1.61482	4776	0	15
2020.01.10	08:00:00	1.61483	1.61558	1.61083	1.61144	6600	0	15
2020.01.10	12:00:00	1.61148	1.61388	1.60904	1.60923	8147	0	15
2020.01.10	16:00:00	1.60919	1.61248	1.60917	1.60953	5434	0	15
2020.01.10	20:00:00	1.60956	1.61056	1.60954	1.61029	1117	0	15
2020.01.12	20:00:00	1.61140	1.61170	1.60972	1.61079	1547	0	15
2020.01.13	00:00:00	1.61083	1.61133	1.60810	1.60899	4651	0	15
2020.01.13	04:00:00	1.60899	1.60970	1.60842	1.60845	4294	0	15
2020.01.13	08:00:00	1.60846	1.61215	1.60846	1.61153	6784	0	15
2020.01.13	12:00:00	1.61155	1.61307	1.60947	1.61238	6939	0	15
2020.01.13	16:00:00	1.61237	1.61290	1.61095	1.61277	4776	0	15
2020.01.13	20:00:00	1.61276	1.61414	1.61245	1.61402	2968	0	15
2020.01.14	00:00:00	1.61406	1.61689	1.61238	1.61405	5765	0	15
2020.01.14	04:00:00	1.61404	1.61509	1.61295	1.61343	4827	0	15
2020.01.14	08:00:00	1.61344	1.61591	1.61180	1.61210	7064	0	15
2020.01.14	12:00:00	1.61209	1.61293	1.60866	1.61175	7498	0	15
2020.01.14	16:00:00	1.61174	1.61407	1.61137	1.61187	5292	0	15
2020.01.14	20:00:00	1.61189	1.61400	1.61113	1.61384	2949	0	15
2020.01.15	00:00:00	1.61384	1.61447	1.61251	1.61394	5056	0	15
2020.01.15	04:00:00	1.61394	1.61504	1.61317	1.61382	4235	0	15
2020.01.15	08:00:00	1.61381	1.61805	1.61341	1.61680	6301	0	15
2020.01.15	12:00:00	1.61678	1.61980	1.61491	1.61512	7433	0	15
2020.01.15	16:00:00	1.61512	1.61587	1.61353	1.61520	5303	0	15
2020.01.15	20:00:00	1.61521	1.61608	1.61413	1.61449	3158	0	15
2020.01.16	00:00:00	1.61448	1.61567	1.61272	1.61500	4614	0	15
2020.01.16	04:00:00	1.61500	1.61548	1.61375	1.61423	3820	0	15
2020.01.16	08:00:00	1.61424	1.61467	1.61040	1.61110	6278	0	15
2020.01.16	12:00:00	1.61110	1.61537	1.61021	1.61520	8030	0	15
2020.01.16	16:00:00	1.61517	1.61635	1.61410	1.61509	4950	0	15
2020.01.16	20:00:00	1.61510	1.61523	1.61353	1.61435	3144	0	15
2020.01.17	00:00:00	1.61436	1.61757	1.61363	1.61480	4821	0	15
2020.01.17	04:00:00	1.61480	1.61509	1.61202	1.61210	4029	0	15
2020.01.17	08:00:00	1.61210	1.61298	1.61023	1.61057	6664	0	15
2020.01.17	12:00:00	1.61058	1.61352	1.61044	1.61253	7294	0	15
2020.01.17	16:00:00	1.61251	1.61354	1.61227	1.61315	4143	0	15
2020.01.17	20:00:00	1.61318	1.61323	1.61267	1.61316	782	0	15
2020.01.19	20:00:00	1.61357	1.61371	1.61168	1.61212	1586	0	15
2020.01.20	00:00:00	1.61215	1.61321	1.61166	1.61197	3990	0	15
2020.01.20	04:00:00	1.61197	1.61335	1.61147	1.61326	3693	0	15
2020.01.20	08:00:00	1.61326	1.61539	1.61280	1.61458	5618	0	15
2020.01.20	12:00:00	1.61456	1.61622	1.61365	1.61387	4981	0	15
2020.01.20	16:00:00	1.61390	1.61426	1.61299	1.61383	3042	0	15
2020.01.20	20:00:00	1.61383	1.61437	1.61309	1.61351	3143	0	15
2020.01.21	00:00:00	1.61356	1.61856	1.61235	1.61635	5787	0	15
2020.01.21	04:00:00	1.61636	1.61845	1.61607	1.61760	4546	0	15
2020.01.21	08:00:00	1.61757	1.61987	1.61750	1.61765	7063	0	15
2020.01.21	12:00:00	1.61767	1.61894	1.61670	1.61784	7111	0	15
2020.01.21	16:00:00	1.61785	1.62104	1.61765	1.62072	5112	0	15
2020.01.21	20:00:00	1.62076	1.62086	1.61848	1.61889	3033	0	15
2020.01.22	00:00:00	1.61887	1.62296	1.61872	1.61963	5870	0	15
2020.01.22	04:00:00	1.61964	1.62092	1.61921	1.62091	4358	0	15
2020.01.22	08:00:00	1.62090	1.62263	1.61792	1.61798	6052	0	15
2020.01.22	12:00:00	1.61799	1.61976	1.61705	1.61955	7229	0	15
2020.01.22	16:00:00	1.61956	1.62212	1.61907	1.62100	4923	0	15
2020.01.22	20:00:00	1.62100	1.62168	1.62023	1.62168	2861	0	15
2020.01.23	00:00:00	1.62169	1.62204	1.61226	1.61320	6594	0	15
2020.01.23	04:00:00	1.61323	1.61623	1.61272	1.61367	5791	0	15
2020.01.23	08:00:00	1.61367	1.61553	1.61223	1.61460	6173	0	15
2020.01.23	12:00:00	1.61462	1.61610	1.61091	1.61333	8330	0	15
2020.01.23	16:00:00	1.61328	1.61655	1.61279	1.61590	5427	0	15
2020.01.23	20:00:00	1.61589	1.61638	1.61430	1.61533	3688	0	15
2020.01.24	00:00:00	1.61510	1.61583	1.61332	1.61366	5079	0	15
2020.01.24	04:00:00	1.61367	1.61495	1.61312	1.61444	4103	0	15
2020.01.24	08:00:00	1.61445	1.61448	1.61065	1.61145	6873	0	15
2020.01.24	12:00:00	1.61145	1.61670	1.61115	1.61480	7255	0	15
2020.01.24	16:00:00	1.61479	1.61781	1.61392	1.61644	5284	0	15
2020.01.24	20:00:00	1.61646	1.61656	1.61519	1.61643	1174	0	15
2020.01.26	20:00:00	1.61879	1.62085	1.61736	1.62084	2348	0	15
2020.01.27	00:00:00	1.62084	1.62168	1.61858	1.61981	4244	0	15
2020.01.27	04:00:00	1.61982	1.62505	1.61970	1.62504	3711	0	15
2020.01.27	08:00:00	1.62501	1.62888	1.62378	1.62841	6830	0	15
2020.01.27	12:00:00	1.62841	1.63019	1.62703	1.62915	7756	0	15
2020.01.27	16:00:00	1.62914	1.63129	1.62872	1.63013	5395	0	15
2020.01.27	20:00:00	1.63015	1.63033	1.62941	1.62961	2944	0	15
2020.01.28	00:00:00	1.62960	1.63275	1.62959	1.63085	4917	0	15
2020.01.28	04:00:00	1.63084	1.63112	1.62926	1.63071	4202	0	15
2020.01.28	08:00:00	1.63071	1.63552	1.63070	1.63070	6335	0	15
2020.01.28	12:00:00	1.63071	1.63131	1.62816	1.62909	7209	0	15
2020.01.28	16:00:00	1.62908	1.63172	1.62884	1.63166	4163	0	15
2020.01.28	20:00:00	1.63167	1.63171	1.62901	1.62947	3415	0	15
2020.01.29	00:00:00	1.62948	1.63065	1.62503	1.62530	5482	0	15
2020.01.29	04:00:00	1.62530	1.62872	1.62528	1.62816	3657	0	15
2020.01.29	08:00:00	1.62817	1.63083	1.62709	1.62998	5514	0	15
2020.01.29	12:00:00	1.62998	1.63316	1.62896	1.63183	6701	0	15
2020.01.29	16:00:00	1.63178	1.63188	1.62946	1.63017	5131	0	15
2020.01.29	20:00:00	1.63016	1.63153	1.62928	1.63083	3622	0	15
2020.01.30	00:00:00	1.63084	1.63623	1.63084	1.63526	5374	0	15
2020.01.30	04:00:00	1.63528	1.63805	1.63383	1.63698	5191	0	15
2020.01.30	08:00:00	1.63700	1.63857	1.63558	1.63758	6123	0	15
2020.01.30	12:00:00	1.63757	1.64682	1.63753	1.64589	8071	0	15
2020.01.30	16:00:00	1.64587	1.64605	1.64156	1.64384	5950	0	15
2020.01.30	20:00:00	1.64382	1.64411	1.64078	1.64400	4267	0	15
2020.01.31	00:00:00	1.64403	1.64410	1.63940	1.64233	5664	0	15
2020.01.31	04:00:00	1.64229	1.64360	1.63963	1.64343	4496	0	15
2020.01.31	08:00:00	1.64343	1.65013	1.64307	1.64926	6637	0	15
2020.01.31	12:00:00	1.64925	1.65580	1.64811	1.65525	7695	0	15
2020.01.31	16:00:00	1.65520	1.65742	1.65334	1.65584	7136	0	15
2020.01.31	20:00:00	1.65585	1.65730	1.65572	1.65685	1487	0	15
2020.02.02	20:00:00	1.65865	1.65876	1.65608	1.65683	2013	0	24
2020.02.03	00:00:00	1.65684	1.65798	1.65289	1.65548	7637	0	15
2020.02.03	04:00:00	1.65547	1.65599	1.65106	1.65280	5006	0	15
2020.02.03	08:00:00	1.65281	1.65560	1.65139	1.65139	7184	0	15
2020.02.03	12:00:00	1.65140	1.65258	1.64693	1.65157	7134	0	15
2020.02.03	16:00:00	1.65156	1.65536	1.65073	1.65427	5350	0	15
2020.02.03	20:00:00	1.65425	1.65438	1.65248	1.65333	2549	0	15
2020.02.04	00:00:00	1.65343	1.65598	1.64413	1.64663	7507	0	15
2020.02.04	04:00:00	1.64662	1.64745	1.64410	1.64560	5970	0	15
2020.02.04	08:00:00	1.64561	1.64879	1.64218	1.64628	6821	0	15
2020.02.04	12:00:00	1.64625	1.64625	1.63989	1.64095	7342	0	15
2020.02.04	16:00:00	1.64091	1.64091	1.63826	1.63909	4765	0	15
2020.02.04	20:00:00	1.63908	1.64057	1.63826	1.64052	2947	0	15
2020.02.05	00:00:00	1.64054	1.64216	1.63683	1.63749	6268	0	15
2020.02.05	04:00:00	1.63747	1.63876	1.63697	1.63740	3784	0	15
2020.02.05	08:00:00	1.63739	1.63882	1.62749	1.63094	8327	0	15
2020.02.05	12:00:00	1.63093	1.63172	1.62610	1.63118	8270	0	15
2020.02.05	16:00:00	1.63115	1.63173	1.62902	1.63019	4198	0	15
2020.02.05	20:00:00	1.63019	1.63070	1.62893	1.62917	2295	0	15
2020.02.06	00:00:00	1.62918	1.62960	1.62633	1.62866	5325	0	15
2020.02.06	04:00:00	1.62866	1.63025	1.62569	1.62987	5257	0	15
2020.02.06	08:00:00	1.62986	1.63233	1.62887	1.62984	6050	0	15
2020.02.06	12:00:00	1.62984	1.63168	1.62732	1.62914	6613	0	15
2020.02.06	16:00:00	1.62913	1.63093	1.62824	1.63087	4576	0	15
2020.02.06	20:00:00	1.63088	1.63233	1.63015	1.63108	2425	0	15
2020.02.07	00:00:00	1.63112	1.63636	1.63106	1.63422	5473	0	15
2020.02.07	04:00:00	1.63423	1.63578	1.63285	1.63570	4312	0	15
2020.02.07	08:00:00	1.63569	1.64128	1.63532	1.63856	6725	0	15
2020.02.07	12:00:00	1.63855	1.64473	1.63827	1.63957	8353	0	15
2020.02.07	16:00:00	1.63957	1.64045	1.63859	1.63930	4727	0	15
2020.02.07	20:00:00	1.63930	1.63996	1.63921	1.63937	814	0	15
2020.02.09	20:00:00	1.64068	1.64124	1.63871	1.64093	1692	0	24
2020.02.10	00:00:00	1.64115	1.64182	1.63322	1.63473	6944	0	15
2020.02.10	04:00:00	1.63473	1.63604	1.63305	1.63484	4656	0	15
2020.02.10	08:00:00	1.63485	1.63692	1.63427	1.63636	6130	0	15
2020.02.10	12:00:00	1.63633	1.63822	1.63369	1.63546	6616	0	15
2020.02.10	16:00:00	1.63543	1.63571	1.63359	1.63403	4088	0	15
2020.02.10	20:00:00	1.63403	1.63403	1.63059	1.63084	2643	0	15
2020.02.11	00:00:00	1.63084	1.63258	1.62647	1.62653	5203	0	15
2020.02.11	04:00:00	1.62653	1.62727	1.62361	1.62659	4063	0	15
2020.02.11	08:00:00	1.62660	1.62835	1.62462	1.62693	5392	0	15
2020.02.11	12:00:00	1.62693	1.62765	1.62132	1.62407	6977	0	15
2020.02.11	16:00:00	1.62405	1.62761	1.62349	1.62657	4952	0	15
2020.02.11	20:00:00	1.62658	1.62708	1.62455	1.62510	2600	0	15
2020.02.12	00:00:00	1.62511	1.62581	1.62066	1.62199	5749	0	15
2020.02.12	04:00:00	1.62199	1.62237	1.62057	1.62153	4441	0	15
2020.02.12	08:00:00	1.62152	1.62187	1.61724	1.61753	6080	0	15
2020.02.12	12:00:00	1.61753	1.61829	1.61477	1.61515	5620	0	15
2020.02.12	16:00:00	1.61515	1.61550	1.61300	1.61331	4864	0	15
2020.02.12	20:00:00	1.61328	1.61944	1.61326	1.61935	2822	0	15
2020.02.13	00:00:00	1.61961	1.62031	1.61530	1.61743	6303	0	15
2020.02.13	04:00:00	1.61742	1.61959	1.61650	1.61817	4415	0	15
2020.02.13	08:00:00	1.61817	1.61877	1.61398	1.61410	6230	0	15
2020.02.13	12:00:00	1.61409	1.61467	1.60857	1.61138	7162	0	15
2020.02.13	16:00:00	1.61138	1.61318	1.61072	1.61256	4232	0	15
2020.02.13	20:00:00	1.61254	1.61494	1.61238	1.61349	2837	0	15
2020.02.14	00:00:00	1.61349	1.61364	1.60976	1.61121	4771	0	15
2020.02.14	04:00:00	1.61121	1.61339	1.61107	1.61108	3553	0	15
2020.02.14	08:00:00	1.61107	1.61496	1.61029	1.61447	5051	0	15
2020.02.14	12:00:00	1.61447	1.61647	1.61317	1.61477	6333	0	15
2020.02.14	16:00:00	1.61474	1.61617	1.61271	1.61525	3851	0	15
2020.02.14	20:00:00	1.61525	1.61525	1.61375	1.61385	774	0	15
2020.02.16	20:00:00	1.61223	1.61302	1.61085	1.61165	1672	0	15
2020.02.17	00:00:00	1.61174	1.61364	1.61066	1.61201	3856	0	15
2020.02.17	04:00:00	1.61201	1.61214	1.60988	1.61096	3112	0	15
2020.02.17	08:00:00	1.61095	1.61352	1.61072	1.61260	4510	0	15
2020.02.17	12:00:00	1.61259	1.61399	1.61209	1.61294	3991	0	15
2020.02.17	16:00:00	1.61292	1.61343	1.61204	1.61284	2604	0	15
2020.02.17	20:00:00	1.61284	1.61520	1.61238	1.61497	2551	0	15
2020.02.18	00:00:00	1.61500	1.61994	1.61450	1.61886	5126	0	15
2020.02.18	04:00:00	1.61886	1.62125	1.61792	1.62071	3879	0	15
2020.02.18	08:00:00	1.62071	1.62275	1.61920	1.61933	6450	0	15
2020.02.18	12:00:00	1.61928	1.62004	1.61313	1.61611	6676	0	15
2020.02.18	16:00:00	1.61608	1.61705	1.61399	1.61435	4292	0	15
2020.02.18	20:00:00	1.61437	1.61482	1.61256	1.61256	2857	0	15
2020.02.19	00:00:00	1.61253	1.61591	1.61195	1.61272	4378	0	15
2020.02.19	04:00:00	1.61271	1.61346	1.61133	1.61171	3566	0	15
2020.02.19	08:00:00	1.61172	1.61381	1.61112	1.61299	5353	0	15
2020.02.19	12:00:00	1.61299	1.61816	1.61289	1.61718	6568	0	15
2020.02.19	16:00:00	1.61716	1.61848	1.61591	1.61808	4819	0	15
2020.02.19	20:00:00	1.61808	1.61910	1.61694	1.61774	3250	0	15
2020.02.20	00:00:00	1.61782	1.62847	1.61464	1.62684	8126	0	15
2020.02.20	04:00:00	1.62684	1.62712	1.62213	1.62496	5313	0	15
2020.02.20	08:00:00	1.62493	1.63082	1.62468	1.62764	6926	0	15
2020.02.20	12:00:00	1.62765	1.63298	1.62750	1.62997	7582	0	15
2020.02.20	16:00:00	1.62997	1.63309	1.62997	1.63129	6099	0	15
2020.02.20	20:00:00	1.63129	1.63141	1.62964	1.63103	2944	0	15
2020.02.21	00:00:00	1.63123	1.63668	1.62889	1.63405	6065	0	15
2020.02.21	04:00:00	1.63406	1.63805	1.63378	1.63755	4905	0	15
2020.02.21	08:00:00	1.63756	1.64059	1.63665	1.63705	7343	0	15
2020.02.21	12:00:00	1.63705	1.64043	1.63504	1.63645	8114	0	15
2020.02.21	16:00:00	1.63644	1.63800	1.63548	1.63735	5093	0	15
2020.02.21	20:00:00	1.63735	1.63795	1.63676	1.63689	1827	0	15
2020.02.23	20:00:00	1.64185	1.64205	1.63949	1.64045	2304	0	15
2020.02.24	00:00:00	1.64055	1.64097	1.63723	1.63773	6687	0	15
2020.02.24	04:00:00	1.63774	1.64116	1.63674	1.64032	5159	0	15
2020.02.24	08:00:00	1.64034	1.64324	1.63812	1.63847	8491	0	15
2020.02.24	12:00:00	1.63850	1.64178	1.63764	1.64053	8271	0	15
2020.02.24	16:00:00	1.64054	1.64440	1.64023	1.64336	6878	0	15
2020.02.24	20:00:00	1.64335	1.64445	1.64067	1.64087	4615	0	15
2020.02.25	00:00:00	1.64091	1.64257	1.63935	1.64077	7043	0	15
2020.02.25	04:00:00	1.64077	1.64244	1.63900	1.64210	5317	0	15
2020.02.25	08:00:00	1.64213	1.64607	1.64116	1.64247	8203	0	15
2020.02.25	12:00:00	1.64249	1.64619	1.64137	1.64487	8478	0	15
2020.02.25	16:00:00	1.64483	1.64936	1.64441	1.64862	8135	0	15
2020.02.25	20:00:00	1.64862	1.65023	1.64682	1.64707	4930	0	15
2020.02.26	00:00:00	1.64707	1.65001	1.64452	1.64593	7559	0	15
2020.02.26	04:00:00	1.64592	1.65490	1.64592	1.65332	6576	0	15
2020.02.26	08:00:00	1.65333	1.65774	1.65315	1.65706	9046	0	15
2020.02.26	12:00:00	1.65706	1.65939	1.65121	1.65785	9721	0	15
2020.02.26	16:00:00	1.65782	1.66228	1.65713	1.66228	7917	0	15
2020.02.26	20:00:00	1.66230	1.66275	1.66055	1.66265	4504	0	15
2020.02.27	00:00:00	1.66268	1.66624	1.66188	1.66294	8597	0	15
2020.02.27	04:00:00	1.66292	1.66621	1.66248	1.66408	7424	0	15
2020.02.27	08:00:00	1.66406	1.66643	1.66209	1.66484	8947	0	15
2020.02.27	12:00:00	1.66486	1.67100	1.66410	1.67026	10383	0	15
2020.02.27	16:00:00	1.67024	1.67092	1.66653	1.66877	9260	0	15
2020.02.27	20:00:00	1.66877	1.67557	1.66788	1.67100	5856	0	15
2020.02.28	00:00:00	1.67101	1.68382	1.67035	1.68090	9082	0	15
2020.02.28	04:00:00	1.68089	1.68807	1.68023	1.68389	9294	0	15
2020.02.28	08:00:00	1.68390	1.69565	1.68361	1.69129	11953	0	15
2020.02.28	12:00:00	1.69127	1.70679	1.68360	1.70093	12758	0	15
2020.02.28	16:00:00	1.70092	1.70560	1.68978	1.69103	13663	0	15
2020.02.28	20:00:00	1.69103	1.69626	1.68924	1.69463	5267	0	15
2020.03.01	20:00:00	1.70482	1.70558	1.69475	1.69590	3056	0	24
2020.03.02	00:00:00	1.69623	1.70144	1.68937	1.69335	11111	0	15
2020.03.02	04:00:00	1.69335	1.69625	1.68998	1.69111	8734	0	15
2020.03.02	08:00:00	1.69110	1.70373	1.68772	1.70297	12409	0	15
2020.03.02	12:00:00	1.70293	1.70869	1.69729	1.70778	13372	0	15
2020.03.02	16:00:00	1.70777	1.71248	1.70572	1.70912	10058	0	15
2020.03.02	20:00:00	1.70914	1.70914	1.70079	1.70186	6342	0	15
2020.03.03	00:00:00	1.70176	1.71017	1.69640	1.69973	10946	0	15
2020.03.03	04:00:00	1.69972	1.70445	1.69668	1.69750	9067	0	15
2020.03.03	08:00:00	1.69752	1.69844	1.69209	1.69229	9612	0	15
2020.03.03	12:00:00	1.69228	1.69576	1.68314	1.68797	16234	0	15
2020.03.03	16:00:00	1.68798	1.69732	1.68659	1.69402	15381	0	15
2020.03.03	20:00:00	1.69401	1.69935	1.69242	1.69768	6555	0	15
2020.03.04	00:00:00	1.69770	1.69770	1.68844	1.68967	9929	0	15
2020.03.04	04:00:00	1.68966	1.69292	1.68768	1.68967	7015	0	15
2020.03.04	08:00:00	1.68967	1.69282	1.68190	1.68321	10074	0	15
2020.03.04	12:00:00	1.68321	1.68343	1.67748	1.68236	11651	0	15
2020.03.04	16:00:00	1.68234	1.68532	1.68196	1.68423	8064	0	15
2020.03.04	20:00:00	1.68420	1.68436	1.67987	1.68030	4728	0	15
2020.03.05	00:00:00	1.68031	1.68506	1.68031	1.68246	6092	0	15
2020.03.05	04:00:00	1.68249	1.68288	1.67783	1.67805	4960	0	15
2020.03.05	08:00:00	1.67807	1.68975	1.67797	1.68959	8980	0	15
2020.03.05	12:00:00	1.68957	1.69905	1.68938	1.69381	11392	0	15
2020.03.05	16:00:00	1.69381	1.70175	1.69299	1.69878	9158	0	15
2020.03.05	20:00:00	1.69879	1.70139	1.69620	1.69620	6035	0	15
2020.03.06	00:00:00	1.69619	1.70618	1.69326	1.70300	9263	0	15
2020.03.06	04:00:00	1.70300	1.70364	1.69513	1.69626	7290	0	15
2020.03.06	08:00:00	1.69625	1.70588	1.69301	1.70500	14179	0	15
2020.03.06	12:00:00	1.70499	1.71080	1.70198	1.70599	16750	0	15
2020.03.06	16:00:00	1.70600	1.70738	1.70307	1.70454	10180	0	15
2020.03.06	20:00:00	1.70453	1.70529	1.69903	1.69918	4467	0	15
2020.03.08	20:00:00	1.71694	1.72481	1.71350	1.72204	7671	0	15
2020.03.09	00:00:00	1.72206	1.82068	1.71662	1.75069	43693	0	15
2020.03.09	04:00:00	1.75069	1.75242	1.73817	1.74687	21562	0	15
2020.03.09	08:00:00	1.74684	1.74707	1.72103	1.73061	21164	0	15
2020.03.09	12:00:00	1.73065	1.74162	1.70875	1.71564	28739	0	15
2020.03.09	16:00:00	1.71568	1.74121	1.71472	1.73695	20339	0	15
2020.03.09	20:00:00	1.73693	1.74034	1.72675	1.72761	8355	0	15
2020.03.10	00:00:00	1.72765	1.74069	1.72336	1.73222	16419	0	15
2020.03.10	04:00:00	1.73219	1.73657	1.72858	1.73565	16872	0	15
2020.03.10	08:00:00	1.73563	1.73721	1.72456	1.73240	16432	0	15
2020.03.10	12:00:00	1.73245	1.75308	1.73224	1.75308	20125	0	15
2020.03.10	16:00:00	1.75313	1.75330	1.73653	1.74259	19849	0	15
2020.03.10	20:00:00	1.74257	1.74443	1.73294	1.74213	6546	0	15
2020.03.11	00:00:00	1.74208	1.74421	1.73694	1.73911	11809	0	15
2020.03.11	04:00:00	1.73910	1.74799	1.73678	1.73758	13568	0	15
2020.03.11	08:00:00	1.73758	1.73860	1.73164	1.73586	15096	0	15
2020.03.11	12:00:00	1.73586	1.74156	1.72893	1.73207	18043	0	15
2020.03.11	16:00:00	1.73208	1.73870	1.72869	1.73737	14411	0	15
2020.03.11	20:00:00	1.73740	1.73983	1.73409	1.73856	6098	0	15
2020.03.12	00:00:00	1.73856	1.75567	1.73766	1.75154	19185	0	15
2020.03.12	04:00:00	1.75152	1.75577	1.74677	1.75294	13721	0	15
2020.03.12	08:00:00	1.75293	1.76096	1.74429	1.75998	15673	0	15
2020.03.12	12:00:00	1.75999	1.77405	1.75813	1.76497	36483	0	15
2020.03.12	16:00:00	1.76502	1.77462	1.74753	1.77462	31617	0	15
2020.03.12	20:00:00	1.77465	1.79839	1.77053	1.78214	11628	0	15
2020.03.13	00:00:00	1.78213	1.78569	1.76821	1.78252	17815	0	15
2020.03.13	04:00:00	1.78249	1.78546	1.77282	1.77922	20083	0	15
2020.03.13	08:00:00	1.77917	1.78249	1.76680	1.76964	17517	0	15
2020.03.13	12:00:00	1.76962	1.80114	1.76395	1.79703	27504	0	15
2020.03.13	16:00:00	1.79704	1.81076	1.78004	1.78401	28637	0	15
2020.03.13	20:00:00	1.78402	1.79907	1.78402	1.79267	5189	0	15
2020.03.15	20:00:00	1.79345	1.82119	1.77592	1.80550	13078	0	15
2020.03.16	00:00:00	1.80554	1.82156	1.79866	1.80380	29719	0	15
2020.03.16	04:00:00	1.80381	1.81953	1.79813	1.81756	21527	0	15
2020.03.16	08:00:00	1.81756	1.82031	1.80563	1.81183	19269	0	15
2020.03.16	12:00:00	1.81186	1.83236	1.80450	1.81602	34481	0	15
2020.03.16	16:00:00	1.81606	1.82659	1.81311	1.82396	22232	0	15
2020.03.16	20:00:00	1.82398	1.83353	1.82332	1.82916	7949	0	15
2020.03.17	00:00:00	1.82928	1.83171	1.81502	1.82535	17587	0	15
2020.03.17	04:00:00	1.82533	1.84040	1.82178	1.83053	18942	0	15
2020.03.17	08:00:00	1.83056	1.83967	1.82739	1.83448	22333	0	15
2020.03.17	12:00:00	1.83444	1.84063	1.82298	1.83533	30094	0	15
2020.03.17	16:00:00	1.83538	1.84254	1.83051	1.83556	20954	0	15
2020.03.17	20:00:00	1.83561	1.84085	1.82551	1.83878	7916	0	15
2020.03.18	00:00:00	1.83890	1.84014	1.82943	1.83207	14892	0	15
2020.03.18	04:00:00	1.83209	1.84028	1.82999	1.83729	16204	0	15
2020.03.18	08:00:00	1.83731	1.85773	1.83731	1.85592	25865	0	15
2020.03.18	12:00:00	1.85594	1.86797	1.84818	1.86088	29673	0	15
2020.03.18	16:00:00	1.86090	1.89468	1.85608	1.87921	34379	0	15
2020.03.18	20:00:00	1.87925	1.89963	1.87828	1.88911	9458	0	15
2020.03.19	00:00:00	1.88928	1.98000	1.88334	1.96015	39423	0	15
2020.03.19	04:00:00	1.96015	1.96022	1.88559	1.91335	30163	0	15
2020.03.19	08:00:00	1.91337	1.91519	1.86988	1.87035	33639	0	15
2020.03.19	12:00:00	1.87039	1.88306	1.80279	1.82834	53526	0	15
2020.03.19	16:00:00	1.82832	1.85966	1.81850	1.85635	36211	0	15
