Date,Time,Open,High,Low,Close
2020-11-18,08:00:00,1.62654,1.62654,1.62121,1.6236
2020-11-18,12:00:00,1.62357,1.62563,1.62093,1.62122
2020-11-18,16:00:00,1.62119,1.62199,1.61881,1.62061
2020-11-18,20:00:00,1.62061,1.62361,1.62033,1.62301
2020-11-19,00:00:00,1.62326,1.62502,1.62171,1.62432
2020-11-19,04:00:00,1.6243,1.62646,1.62354,1.62435
2020-11-19,08:00:00,1.62434,1.62956,1.62372,1.62732
2020-11-19,12:00:00,1.62731,1.63017,1.62613,1.62834
2020-11-19,16:00:00,1.62837,1.63084,1.62758,1.62866
2020-11-19,20:00:00,1.62868,1.63315,1.62752,1.63238
2020-11-20,00:00:00,1.63249,1.63254,1.62874,1.62958
2020-11-20,04:00:00,1.62954,1.62989,1.62736,1.62957
2020-11-20,08:00:00,1.62953,1.63,1.62288,1.62398
2020-11-20,12:00:00,1.62395,1.62461,1.62121,1.6213
2020-11-20,16:00:00,1.62126,1.62261,1.62047,1.62177
2020-11-20,20:00:00,1.62174,1.62407,1.62169,1.6231
2020-11-22,20:00:00,1.62305,1.62378,1.62186,1.62232
2020-11-23,00:00:00,1.62247,1.6229,1.62088,1.62274
2020-11-23,04:00:00,1.62274,1.62491,1.62209,1.62211
2020-11-23,08:00:00,1.62212,1.62467,1.61912,1.62433
2020-11-23,12:00:00,1.62433,1.62683,1.62219,1.62303
2020-11-23,16:00:00,1.62306,1.62643,1.62273,1.6243
2020-11-23,20:00:00,1.6243,1.62527,1.62138,1.62319
2020-11-24,00:00:00,1.62333,1.62361,1.61808,1.619
2020-11-24,04:00:00,1.61896,1.62051,1.61716,1.61859
2020-11-24,08:00:00,1.61856,1.61856,1.61222,1.61649
2020-11-24,12:00:00,1.61646,1.61981,1.61481,1.61693
2020-11-24,16:00:00,1.61696,1.61719,1.61479,1.61575
2020-11-24,20:00:00,1.61576,1.61629,1.61468,1.61488
2020-11-25,00:00:00,1.615,1.61911,1.61401,1.61828
2020-11-25,04:00:00,1.61824,1.62341,1.61792,1.61969
2020-11-25,08:00:00,1.61968,1.6215,1.6183,1.61893
2020-11-25,12:00:00,1.61892,1.62445,1.61788,1.61899
2020-11-25,16:00:00,1.61899,1.61999,1.61739,1.61769
2020-11-25,20:00:00,1.61769,1.6184,1.61673,1.61805
2020-11-26,00:00:00,1.61817,1.62004,1.61747,1.61925
2020-11-26,04:00:00,1.61924,1.62126,1.61892,1.6198
2020-11-26,08:00:00,1.61982,1.62088,1.61605,1.61607
2020-11-26,12:00:00,1.61609,1.61816,1.61549,1.61648
2020-11-26,16:00:00,1.61652,1.61838,1.61652,1.61807
2020-11-26,20:00:00,1.61808,1.61907,1.61584,1.61889
2020-11-27,00:00:00,1.61901,1.61995,1.61721,1.61765
2020-11-27,04:00:00,1.61764,1.61786,1.61556,1.61717
2020-11-27,08:00:00,1.61713,1.618,1.61502,1.61735
2020-11-27,12:00:00,1.61732,1.6186,1.61453,1.61498
2020-11-27,16:00:00,1.61495,1.61908,1.61479,1.61818
2020-11-27,20:00:00,1.61817,1.6205,1.61785,1.61915
2020-11-29,20:00:00,1.6188,1.6197,1.61554,1.61733
2020-11-30,00:00:00,1.61746,1.62047,1.61621,1.61989
2020-11-30,04:00:00,1.61985,1.6221,1.61871,1.62093
2020-11-30,08:00:00,1.62093,1.62499,1.62071,1.62417
2020-11-30,12:00:00,1.62417,1.62781,1.62253,1.62364
2020-11-30,16:00:00,1.62367,1.62577,1.62244,1.62451
2020-11-30,20:00:00,1.6245,1.62529,1.62134,1.62193
2020-12-01,00:00:00,1.62211,1.62513,1.62188,1.62352
2020-12-01,04:00:00,1.62351,1.62529,1.62236,1.62526
2020-12-01,08:00:00,1.62527,1.62958,1.62357,1.62816
2020-12-01,12:00:00,1.62814,1.63758,1.62672,1.63568
2020-12-01,16:00:00,1.63571,1.63713,1.63435,1.63593
2020-12-01,20:00:00,1.63591,1.63853,1.63467,1.6353
2020-12-02,00:00:00,1.63541,1.63824,1.63329,1.63654
2020-12-02,04:00:00,1.63653,1.6391,1.63461,1.63476
2020-12-02,08:00:00,1.63472,1.63725,1.63191,1.6355
2020-12-02,12:00:00,1.63549,1.64194,1.63514,1.63659
2020-12-02,16:00:00,1.63655,1.63763,1.63388,1.63468
2020-12-02,20:00:00,1.63464,1.6349,1.63175,1.63359
2020-12-03,00:00:00,1.63369,1.63711,1.63348,1.63607
2020-12-03,04:00:00,1.63607,1.63676,1.63033,1.63094
2020-12-03,08:00:00,1.6309,1.63434,1.63017,1.63408
2020-12-03,12:00:00,1.63404,1.63672,1.63315,1.63333
2020-12-03,16:00:00,1.63336,1.63397,1.62995,1.63062
2020-12-03,20:00:00,1.63062,1.63308,1.6306,1.63302
2020-12-04,00:00:00,1.63316,1.6358,1.63224,1.63556
2020-12-04,04:00:00,1.63559,1.63645,1.63434,1.63567
2020-12-04,08:00:00,1.63568,1.64099,1.63532,1.63975
2020-12-04,12:00:00,1.63975,1.63998,1.63282,1.6333
2020-12-04,16:00:00,1.63326,1.63403,1.6314,1.63146
2020-12-04,20:00:00,1.63145,1.63271,1.63044,1.63202
2020-12-06,20:00:00,1.63067,1.63217,1.62929,1.631
2020-12-07,00:00:00,1.63111,1.63368,1.63104,1.63271
2020-12-07,04:00:00,1.63271,1.63349,1.63173,1.63305
2020-12-07,08:00:00,1.63308,1.63995,1.63262,1.63857
2020-12-07,12:00:00,1.6386,1.639,1.62973,1.62991
2020-12-07,16:00:00,1.62991,1.63187,1.62814,1.63138
2020-12-07,20:00:00,1.63142,1.63312,1.62989,1.6328
2020-12-08,00:00:00,1.63296,1.63381,1.63033,1.63138
2020-12-08,04:00:00,1.6314,1.63546,1.63066,1.63348
2020-12-08,08:00:00,1.63348,1.63407,1.63068,1.63344
2020-12-08,12:00:00,1.6334,1.6365,1.63257,1.63403
2020-12-08,16:00:00,1.63399,1.63468,1.63288,1.6342
2020-12-08,20:00:00,1.63417,1.63467,1.63174,1.63418
2020-12-09,00:00:00,1.6343,1.63457,1.63131,1.63151
2020-12-09,04:00:00,1.63152,1.63157,1.62831,1.6284
2020-12-09,08:00:00,1.62841,1.62906,1.62011,1.62014
2020-12-09,12:00:00,1.62018,1.62146,1.61779,1.61955
2020-12-09,16:00:00,1.61954,1.62476,1.61932,1.6233
2020-12-09,20:00:00,1.62334,1.6257,1.62226,1.62464
2020-12-10,00:00:00,1.62475,1.62489,1.61747,1.61877
2020-12-10,04:00:00,1.61879,1.62183,1.61734,1.61832
2020-12-10,08:00:00,1.6183,1.61887,1.61318,1.61478
2020-12-10,12:00:00,1.61482,1.61779,1.61197,1.61402
2020-12-10,16:00:00,1.61398,1.61436,1.60901,1.61187
2020-12-10,20:00:00,1.61183,1.614,1.61018,1.61392
2020-12-11,00:00:00,1.61404,1.61404,1.60678,1.60791
2020-12-11,04:00:00,1.60794,1.60883,1.60401,1.60538
2020-12-11,08:00:00,1.60538,1.61175,1.60515,1.60986
2020-12-11,12:00:00,1.60986,1.61126,1.60651,1.60667
2020-12-11,16:00:00,1.60666,1.60947,1.60582,1.60723
2020-12-11,20:00:00,1.60721,1.60882,1.60708,1.60731
2020-12-13,20:00:00,1.60595,1.60736,1.60536,1.60691
2020-12-14,00:00:00,1.60703,1.61075,1.60679,1.61002
2020-12-14,04:00:00,1.61002,1.61007,1.60619,1.6071
2020-12-14,08:00:00,1.60706,1.60854,1.60448,1.60627
2020-12-14,12:00:00,1.60625,1.60923,1.60518,1.60861
2020-12-14,16:00:00,1.60862,1.61204,1.60835,1.61024
2020-12-14,20:00:00,1.61025,1.61286,1.61015,1.61207
2020-12-15,00:00:00,1.61219,1.61728,1.61052,1.61657
2020-12-15,04:00:00,1.61657,1.61798,1.61253,1.61328
2020-12-15,08:00:00,1.61326,1.6175,1.61308,1.61627
2020-12-15,12:00:00,1.61623,1.61625,1.60976,1.6118
2020-12-15,16:00:00,1.61183,1.61217,1.60656,1.60885
2020-12-15,20:00:00,1.60882,1.60904,1.6066,1.60799
2020-12-16,00:00:00,1.60815,1.61039,1.60755,1.61008
2020-12-16,04:00:00,1.61006,1.61063,1.60726,1.60735
2020-12-16,08:00:00,1.60733,1.61203,1.60619,1.61087
2020-12-16,12:00:00,1.61086,1.61447,1.61007,1.61124
2020-12-16,16:00:00,1.61128,1.61132,1.60745,1.60834
2020-12-16,20:00:00,1.6083,1.61101,1.60798,1.61101
2020-12-17,00:00:00,1.61113,1.61141,1.60736,1.60914
2020-12-17,04:00:00,1.60916,1.61214,1.60553,1.60561
2020-12-17,08:00:00,1.6056,1.60608,1.60063,1.60275
2020-12-17,12:00:00,1.60272,1.6092,1.60254,1.60719
2020-12-17,16:00:00,1.60715,1.60974,1.60663,1.60926
2020-12-17,20:00:00,1.60922,1.61017,1.60728,1.6101
2020-12-18,00:00:00,1.61022,1.61187,1.6086,1.61117
2020-12-18,04:00:00,1.61117,1.61434,1.60986,1.61072
2020-12-18,08:00:00,1.61069,1.61449,1.60968,1.61057
2020-12-18,12:00:00,1.61056,1.61154,1.60661,1.60764
2020-12-18,16:00:00,1.60768,1.60854,1.60587,1.60744
2020-12-18,20:00:00,1.60748,1.60843,1.607,1.60771
2020-12-20,20:00:00,1.60963,1.6102,1.60739,1.60932
2020-12-21,00:00:00,1.60942,1.61058,1.60768,1.6092
2020-12-21,04:00:00,1.6092,1.61821,1.60882,1.61754
2020-12-21,08:00:00,1.6175,1.62561,1.6175,1.62017
2020-12-21,12:00:00,1.62014,1.62286,1.61525,1.61574
2020-12-21,16:00:00,1.6157,1.61638,1.61144,1.6124
2020-12-21,20:00:00,1.61236,1.61568,1.61195,1.61478
2020-12-22,00:00:00,1.6149,1.61807,1.61424,1.61711
2020-12-22,04:00:00,1.61709,1.61942,1.61524,1.6175
2020-12-22,08:00:00,1.61748,1.62196,1.61556,1.62139
2020-12-22,12:00:00,1.62135,1.62315,1.61768,1.61879
2020-12-22,16:00:00,1.61875,1.61875,1.61451,1.61456
2020-12-22,20:00:00,1.6146,1.61743,1.61286,1.61319
2020-12-23,00:00:00,1.61334,1.61617,1.61286,1.61401
2020-12-23,04:00:00,1.61402,1.61478,1.61032,1.6104
2020-12-23,08:00:00,1.61038,1.6122,1.60879,1.61046
2020-12-23,12:00:00,1.61049,1.61278,1.6075,1.60775
2020-12-23,16:00:00,1.60772,1.60978,1.60628,1.60805
2020-12-23,20:00:00,1.60805,1.60956,1.60731,1.60803
2020-12-24,00:00:00,1.60812,1.60989,1.60686,1.60836
2020-12-24,04:00:00,1.60837,1.6102,1.60694,1.60813
2020-12-24,08:00:00,1.60813,1.60813,1.60429,1.60462
2020-12-24,12:00:00,1.60461,1.60497,1.60322,1.60353
2020-12-24,16:00:00,1.60353,1.60463,1.60239,1.60374
2020-12-24,20:00:00,1.60374,1.60525,1.6036,1.60477
2020-12-27,20:00:00,1.60344,1.60481,1.6023,1.60335
2020-12-28,00:00:00,1.60345,1.60615,1.60248,1.60425
2020-12-28,04:00:00,1.60425,1.60607,1.60339,1.60557
2020-12-28,08:00:00,1.60556,1.60975,1.60529,1.60845
2020-12-28,12:00:00,1.60849,1.61529,1.60698,1.61429
2020-12-28,16:00:00,1.61426,1.61486,1.61094,1.61098
2020-12-28,20:00:00,1.61097,1.61191,1.60968,1.61028
2020-12-29,00:00:00,1.61038,1.61208,1.61004,1.61109
2020-12-29,04:00:00,1.61109,1.61218,1.61041,1.61165
2020-12-29,08:00:00,1.61166,1.6134,1.60992,1.61136
2020-12-29,12:00:00,1.61139,1.61287,1.60654,1.6081
2020-12-29,16:00:00,1.60806,1.6102,1.60637,1.60965
2020-12-29,20:00:00,1.60967,1.61089,1.60727,1.60987
2020-12-30,00:00:00,1.60996,1.61119,1.60602,1.60663
2020-12-30,04:00:00,1.60662,1.60682,1.60272,1.60285
2020-12-30,08:00:00,1.60288,1.6043,1.59995,1.60091
2020-12-30,12:00:00,1.60093,1.60525,1.59981,1.60053
2020-12-30,16:00:00,1.60049,1.60128,1.59835,1.60045
2020-12-30,20:00:00,1.60048,1.60151,1.59836,1.59952
2020-12-31,00:00:00,1.59966,1.59966,1.59616,1.59642
2020-12-31,04:00:00,1.59645,1.59652,1.5949,1.59535
2020-12-31,08:00:00,1.59534,1.59657,1.58532,1.58578
2020-12-31,12:00:00,1.58576,1.59053,1.58284,1.58537
2020-12-31,16:00:00,1.58541,1.58943,1.5841,1.58426
2020-12-31,20:00:00,1.58434,1.58701,1.58403,1.58692
2021-01-03,20:00:00,1.58772,1.58995,1.58661,1.5884
2021-01-04,00:00:00,1.58852,1.5934,1.58687,1.588
2021-01-04,04:00:00,1.588,1.59191,1.58622,1.58784
2021-01-04,08:00:00,1.58781,1.59192,1.58718,1.59171
2021-01-04,12:00:00,1.59168,1.59756,1.59107,1.59684
2021-01-04,16:00:00,1.5968,1.60291,1.59666,1.59716
2021-01-04,20:00:00,1.59719,1.59923,1.59526,1.59739
2021-01-05,00:00:00,1.59749,1.59876,1.59191,1.59395
2021-01-05,04:00:00,1.59394,1.59507,1.58826,1.59137
2021-01-05,08:00:00,1.59133,1.59358,1.58925,1.59281
2021-01-05,12:00:00,1.59279,1.59515,1.588,1.58851
2021-01-05,16:00:00,1.58849,1.58943,1.58157,1.58297
2021-01-05,20:00:00,1.58294,1.58577,1.58186,1.5842
2021-01-06,00:00:00,1.5843,1.58792,1.58291,1.58541
2021-01-06,04:00:00,1.58542,1.5855,1.58043,1.58226
2021-01-06,08:00:00,1.58222,1.58338,1.57789,1.58056
2021-01-06,12:00:00,1.5806,1.58429,1.57969,1.58038
2021-01-06,16:00:00,1.58034,1.58142,1.57696,1.58007
2021-01-06,20:00:00,1.5801,1.58227,1.57797,1.57844
2021-01-07,00:00:00,1.57856,1.5826,1.57841,1.58118
2021-01-07,04:00:00,1.58115,1.58293,1.58014,1.58069
2021-01-07,08:00:00,1.58069,1.58495,1.58047,1.5841
2021-01-07,12:00:00,1.58408,1.58642,1.58187,1.58213
2021-01-07,16:00:00,1.58216,1.58418,1.58088,1.58093
2021-01-07,20:00:00,1.58094,1.58193,1.57815,1.57908
2021-01-08,00:00:00,1.57921,1.58135,1.57852,1.57935
2021-01-08,04:00:00,1.57938,1.58031,1.5739,1.57589
2021-01-08,08:00:00,1.57586,1.57649,1.57243,1.57331
2021-01-08,12:00:00,1.5733,1.57806,1.5731,1.57478
2021-01-08,16:00:00,1.57478,1.57803,1.57442,1.57611
2021-01-08,20:00:00,1.57612,1.57636,1.57316,1.5735
2021-01-10,20:00:00,1.57419,1.57924,1.57297,1.57834
2021-01-11,00:00:00,1.57844,1.58156,1.57718,1.57944
2021-01-11,04:00:00,1.57943,1.58308,1.57919,1.5818
2021-01-11,08:00:00,1.58183,1.58192,1.57483,1.57806
2021-01-11,12:00:00,1.57805,1.58315,1.57755,1.57939
2021-01-11,16:00:00,1.57941,1.581,1.57722,1.57791
2021-01-11,20:00:00,1.57792,1.57896,1.57667,1.57762
2021-01-12,00:00:00,1.57773,1.57887,1.57667,1.57808
2021-01-12,04:00:00,1.57805,1.57927,1.57413,1.57422
2021-01-12,08:00:00,1.57425,1.57563,1.57155,1.57333
2021-01-12,12:00:00,1.57337,1.5777,1.57251,1.57339
2021-01-12,16:00:00,1.57342,1.57624,1.56965,1.57006
2021-01-12,20:00:00,1.57005,1.57129,1.56894,1.56992
2021-01-13,00:00:00,1.57005,1.57349,1.56925,1.57301
2021-01-13,04:00:00,1.57304,1.57368,1.57092,1.57201
2021-01-13,08:00:00,1.57204,1.57326,1.57074,1.5716
2021-01-13,12:00:00,1.5716,1.57465,1.5703,1.57101
2021-01-13,16:00:00,1.57102,1.57246,1.56843,1.56981
2021-01-13,20:00:00,1.56977,1.57217,1.56947,1.56979
2021-01-14,00:00:00,1.56992,1.5707,1.5684,1.5689
2021-01-14,04:00:00,1.5689,1.56895,1.56522,1.56569
2021-01-14,08:00:00,1.56572,1.56751,1.56458,1.56516
2021-01-14,12:00:00,1.56515,1.56579,1.5609,1.56177
2021-01-14,16:00:00,1.56176,1.56267,1.5593,1.56147
2021-01-14,20:00:00,1.56149,1.56295,1.56083,1.56248
2021-01-15,00:00:00,1.5626,1.56507,1.56122,1.56466
2021-01-15,04:00:00,1.56467,1.56716,1.56259,1.56644
2021-01-15,08:00:00,1.56643,1.56856,1.56474,1.56701
2021-01-15,12:00:00,1.56704,1.5733,1.5665,1.56995
2021-01-15,16:00:00,1.56993,1.57099,1.56547,1.56663
2021-01-15,20:00:00,1.56665,1.56788,1.56621,1.56735
2021-01-17,20:00:00,1.56644,1.5701,1.56587,1.5701
2021-01-18,00:00:00,1.57041,1.57104,1.56803,1.56918
2021-01-18,04:00:00,1.56916,1.57277,1.56909,1.57129
2021-01-18,08:00:00,1.57132,1.57503,1.5707,1.57229
2021-01-18,12:00:00,1.57225,1.57306,1.56947,1.57119
2021-01-18,16:00:00,1.57118,1.57298,1.57071,1.57237
2021-01-18,20:00:00,1.57235,1.57276,1.56989,1.57144
2021-01-19,00:00:00,1.57153,1.57157,1.56714,1.5684
2021-01-19,04:00:00,1.5684,1.56953,1.56715,1.56857
2021-01-19,08:00:00,1.56854,1.57444,1.56816,1.57229
2021-01-19,12:00:00,1.5723,1.57531,1.57173,1.57423
2021-01-19,16:00:00,1.57419,1.57656,1.57344,1.57573
2021-01-19,20:00:00,1.57573,1.57692,1.57341,1.57354
2021-01-20,00:00:00,1.57373,1.57587,1.57246,1.57314
2021-01-20,04:00:00,1.57314,1.57395,1.57003,1.57057
2021-01-20,08:00:00,1.57057,1.57109,1.56668,1.56774
2021-01-20,12:00:00,1.56775,1.56824,1.56018,1.56296
2021-01-20,16:00:00,1.56297,1.5658,1.56253,1.56308
2021-01-20,20:00:00,1.56308,1.56346,1.56046,1.56206
2021-01-21,00:00:00,1.56213,1.56277,1.55966,1.55984
2021-01-21,04:00:00,1.55984,1.56356,1.55984,1.56205
2021-01-21,08:00:00,1.56205,1.56397,1.56127,1.56196
2021-01-21,12:00:00,1.56196,1.56634,1.56068,1.56496
2021-01-21,16:00:00,1.565,1.56842,1.5638,1.56676
2021-01-21,20:00:00,1.56678,1.56785,1.56483,1.56762
2021-01-22,00:00:00,1.56773,1.57241,1.56694,1.57198
2021-01-22,04:00:00,1.57198,1.57329,1.5711,1.57251
2021-01-22,08:00:00,1.57248,1.58039,1.57216,1.57937
2021-01-22,12:00:00,1.5794,1.57953,1.57533,1.57656
2021-01-22,16:00:00,1.57659,1.57825,1.57585,1.57642
2021-01-22,20:00:00,1.5764,1.57823,1.5764,1.57749
2021-01-24,20:00:00,1.57673,1.57827,1.57566,1.57727
2021-01-25,00:00:00,1.57735,1.57746,1.57401,1.57446
2021-01-25,04:00:00,1.57444,1.57456,1.57236,1.57384
2021-01-25,08:00:00,1.57383,1.57531,1.57153,1.57284
2021-01-25,12:00:00,1.57287,1.57429,1.57076,1.57426
2021-01-25,16:00:00,1.5743,1.57803,1.57413,1.57584
2021-01-25,20:00:00,1.57587,1.5761,1.57235,1.57375
2021-01-26,00:00:00,1.57388,1.57691,1.5738,1.5763
2021-01-26,04:00:00,1.5763,1.5794,1.57599,1.57861
2021-01-26,08:00:00,1.57862,1.57868,1.57324,1.57371
2021-01-26,12:00:00,1.57371,1.57371,1.56904,1.57066
2021-01-26,16:00:00,1.57069,1.57143,1.56939,1.57031
2021-01-26,20:00:00,1.57028,1.57036,1.56847,1.5686
2021-01-27,00:00:00,1.56872,1.57202,1.56739,1.57111
2021-01-27,04:00:00,1.57111,1.57234,1.57037,1.57039
2021-01-27,08:00:00,1.57038,1.57268,1.56811,1.57172
2021-01-27,12:00:00,1.5717,1.57799,1.57109,1.57288
2021-01-27,16:00:00,1.57284,1.57897,1.57267,1.57883
2021-01-27,20:00:00,1.57886,1.5826,1.57816,1.58222
2021-01-28,00:00:00,1.58233,1.58544,1.58121,1.58493
2021-01-28,04:00:00,1.5849,1.58941,1.58377,1.58784
2021-01-28,08:00:00,1.58788,1.59466,1.58681,1.59178
2021-01-28,12:00:00,1.59181,1.59276,1.58019,1.58054
2021-01-28,16:00:00,1.58051,1.58082,1.57631,1.57645
2021-01-28,20:00:00,1.57644,1.58014,1.57606,1.58001
2021-01-29,00:00:00,1.58009,1.58269,1.57809,1.58264
2021-01-29,04:00:00,1.58268,1.58398,1.57986,1.58156
2021-01-29,08:00:00,1.58153,1.5867,1.58112,1.58112
2021-01-29,12:00:00,1.58108,1.58491,1.57748,1.58332
2021-01-29,16:00:00,1.58328,1.58917,1.58228,1.58804
2021-01-29,20:00:00,1.58803,1.58877,1.58551,1.58754
2021-01-31,20:00:00,1.59007,1.59329,1.58923,1.59055
2021-02-01,00:00:00,1.59065,1.59078,1.58478,1.58544
2021-02-01,04:00:00,1.58545,1.58601,1.58307,1.58525
2021-02-01,08:00:00,1.58529,1.58615,1.58185,1.58258
2021-02-01,12:00:00,1.58258,1.58762,1.58176,1.58605
2021-02-01,16:00:00,1.58609,1.58663,1.57875,1.57901
2021-02-01,20:00:00,1.57905,1.58309,1.57901,1.5807
2021-02-02,00:00:00,1.58082,1.58328,1.57709,1.58268
2021-02-02,04:00:00,1.58264,1.58661,1.5819,1.58516
2021-02-02,08:00:00,1.58519,1.5858,1.58105,1.58334
2021-02-02,12:00:00,1.58338,1.58964,1.58268,1.58703
2021-02-02,16:00:00,1.58703,1.58783,1.58335,1.5834
2021-02-02,20:00:00,1.58342,1.58458,1.58111,1.58219
2021-02-03,00:00:00,1.58247,1.58373,1.5812,1.58203
2021-02-03,04:00:00,1.58202,1.58254,1.57818,1.57878
2021-02-03,08:00:00,1.57879,1.58055,1.57653,1.57711
2021-02-03,12:00:00,1.5771,1.57942,1.57684,1.57758
2021-02-03,16:00:00,1.57759,1.57877,1.57717,1.57756
2021-02-03,20:00:00,1.57754,1.57949,1.57643,1.57666
2021-02-04,00:00:00,1.5768,1.5782,1.57398,1.57589
2021-02-04,04:00:00,1.57586,1.57693,1.57335,1.5736
2021-02-04,08:00:00,1.57358,1.57588,1.57057,1.57564
2021-02-04,12:00:00,1.5756,1.57699,1.57193,1.57632
2021-02-04,16:00:00,1.57634,1.57706,1.57378,1.57421
2021-02-04,20:00:00,1.57423,1.57495,1.57251,1.57425
2021-02-05,00:00:00,1.57437,1.57621,1.57344,1.57447
2021-02-05,04:00:00,1.57447,1.57503,1.57261,1.57293
2021-02-05,08:00:00,1.57297,1.57482,1.57131,1.57471
2021-02-05,12:00:00,1.5747,1.5763,1.57003,1.57008
2021-02-05,16:00:00,1.57012,1.57223,1.56933,1.57044
2021-02-05,20:00:00,1.57045,1.57086,1.569,1.56903
2021-02-07,20:00:00,1.56958,1.57001,1.56761,1.56897
2021-02-08,00:00:00,1.56908,1.5699,1.5674,1.56837
2021-02-08,04:00:00,1.56838,1.56903,1.56763,1.56858
2021-02-08,08:00:00,1.56861,1.57165,1.56799,1.5713
2021-02-08,12:00:00,1.5713,1.57164,1.56169,1.56242
2021-02-08,16:00:00,1.56246,1.5653,1.56233,1.56475
2021-02-08,20:00:00,1.56477,1.5652,1.56277,1.56335
2021-02-09,00:00:00,1.56346,1.56408,1.56225,1.56272
2021-02-09,04:00:00,1.56272,1.56526,1.56261,1.56503
2021-02-09,08:00:00,1.56505,1.56864,1.56497,1.56782
2021-02-09,12:00:00,1.56784,1.56881,1.56516,1.56594
2021-02-09,16:00:00,1.56592,1.56803,1.5657,1.56597
2021-02-09,20:00:00,1.56597,1.56665,1.56471,1.56526
2021-02-10,00:00:00,1.56537,1.56809,1.56521,1.56676
2021-02-10,04:00:00,1.56674,1.56731,1.56547,1.56569
2021-02-10,08:00:00,1.56573,1.5702,1.56561,1.5677
2021-02-10,12:00:00,1.5677,1.57043,1.56491,1.56871
2021-02-10,16:00:00,1.5687,1.57025,1.56796,1.56936
2021-02-10,20:00:00,1.56939,1.57037,1.56818,1.56885
2021-02-11,00:00:00,1.56896,1.57071,1.56743,1.56746
2021-02-11,04:00:00,1.56749,1.56759,1.5645,1.56487
2021-02-11,08:00:00,1.5649,1.56736,1.56442,1.56576
2021-02-11,12:00:00,1.5658,1.56592,1.56248,1.56293
2021-02-11,16:00:00,1.56296,1.5658,1.56281,1.56542
2021-02-11,20:00:00,1.56543,1.56572,1.56178,1.56471
2021-02-12,00:00:00,1.56482,1.56673,1.56429,1.56581
2021-02-12,04:00:00,1.56581,1.56624,1.56436,1.56536
2021-02-12,08:00:00,1.56536,1.56826,1.56486,1.56706
2021-02-12,12:00:00,1.56702,1.56748,1.56249,1.5639
2021-02-12,16:00:00,1.56387,1.56418,1.5618,1.56216
2021-02-12,20:00:00,1.56215,1.56253,1.56121,1.56142
2021-02-14,20:00:00,1.56117,1.56201,1.56042,1.56115
2021-02-15,00:00:00,1.56125,1.56161,1.55887,1.55887
2021-02-15,04:00:00,1.55886,1.56105,1.55862,1.55998
2021-02-15,08:00:00,1.55995,1.56159,1.55894,1.56016
2021-02-15,12:00:00,1.56014,1.56106,1.55845,1.55853
2021-02-15,16:00:00,1.55855,1.55941,1.5576,1.55839
2021-02-15,20:00:00,1.55839,1.55914,1.5572,1.55814
2021-02-16,00:00:00,1.55824,1.55901,1.55595,1.55661
2021-02-16,04:00:00,1.55661,1.56014,1.55613,1.55961
2021-02-16,08:00:00,1.5596,1.56103,1.55913,1.56029
2021-02-16,12:00:00,1.56028,1.56314,1.55882,1.5589
2021-02-16,16:00:00,1.55889,1.56232,1.55825,1.56073
2021-02-16,20:00:00,1.56073,1.56336,1.55911,1.56246
2021-02-17,00:00:00,1.56261,1.56274,1.55932,1.55962
2021-02-17,04:00:00,1.55965,1.56037,1.55802,1.55897
2021-02-17,08:00:00,1.55897,1.55953,1.55399,1.55807
2021-02-17,12:00:00,1.55808,1.55882,1.5544,1.55564
2021-02-17,16:00:00,1.55563,1.55694,1.55306,1.55334
2021-02-17,20:00:00,1.55332,1.55391,1.55232,1.55242
2021-02-18,00:00:00,1.55261,1.5536,1.55041,1.55282
2021-02-18,04:00:00,1.55282,1.55395,1.55214,1.55266
2021-02-18,08:00:00,1.55265,1.55385,1.5507,1.5522
2021-02-18,12:00:00,1.55218,1.56049,1.55078,1.5595
2021-02-18,16:00:00,1.55954,1.55983,1.55579,1.55581
2021-02-18,20:00:00,1.55579,1.55674,1.55543,1.5564
2021-02-19,00:00:00,1.5565,1.55752,1.55568,1.55694
2021-02-19,04:00:00,1.55693,1.55731,1.55223,1.55281
2021-02-19,08:00:00,1.5528,1.5534,1.54699,1.54758
2021-02-19,12:00:00,1.54758,1.54758,1.54177,1.54246
2021-02-19,16:00:00,1.54249,1.54301,1.53975,1.54032
2021-02-19,20:00:00,1.54029,1.54079,1.53934,1.53957
2021-02-21,20:00:00,1.53927,1.54012,1.53633,1.53788
2021-02-22,00:00:00,1.53813,1.5391,1.53446,1.53836
2021-02-22,04:00:00,1.53836,1.541,1.53702,1.53926
2021-02-22,08:00:00,1.53922,1.54031,1.53746,1.53887
2021-02-22,12:00:00,1.53888,1.53954,1.53436,1.53542
2021-02-22,16:00:00,1.53546,1.53717,1.5345,1.53543
2021-02-22,20:00:00,1.53541,1.5369,1.53504,1.53679
2021-02-23,00:00:00,1.53691,1.53807,1.53448,1.53723
2021-02-23,04:00:00,1.53722,1.53869,1.53608,1.53739
2021-02-23,08:00:00,1.53741,1.53939,1.53595,1.5375
2021-02-23,12:00:00,1.53747,1.54017,1.5359,1.53744
2021-02-23,16:00:00,1.53741,1.53771,1.53477,1.53497
2021-02-23,20:00:00,1.535,1.53674,1.53372,1.53647
2021-02-24,00:00:00,1.5366,1.53693,1.52972,1.53419
2021-02-24,04:00:00,1.53418,1.53651,1.53409,1.53539
2021-02-24,08:00:00,1.53538,1.53751,1.53445,1.53474
2021-02-24,12:00:00,1.53478,1.53606,1.52995,1.5308
