<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.08.27	04:00:00	1.48795	1.49039	1.48777	1.49002	1704	0	1
2013.08.27	05:00:00	1.49000	1.49377	1.48977	1.49221	3584	0	1
2013.08.27	06:00:00	1.49222	1.49354	1.49153	1.49201	3327	0	1
2013.08.27	07:00:00	1.49204	1.49594	1.49141	1.49337	4703	0	1
2013.08.27	08:00:00	1.49343	1.49488	1.48897	1.49087	5784	0	1
2013.08.27	09:00:00	1.49087	1.49296	1.48953	1.49011	3816	0	1
2013.08.27	10:00:00	1.49009	1.49157	1.48893	1.49049	3090	0	1
2013.08.27	11:00:00	1.49049	1.49057	1.48800	1.48835	3618	0	1
2013.08.27	12:00:00	1.48827	1.48996	1.48677	1.48883	4853	0	1
2013.08.27	13:00:00	1.48883	1.49256	1.48866	1.49233	5785	0	1
2013.08.27	14:00:00	1.49212	1.49625	1.49153	1.49406	5787	0	1
2013.08.27	15:00:00	1.49408	1.49416	1.49229	1.49335	3864	0	1
2013.08.27	16:00:00	1.49331	1.49459	1.49262	1.49262	2191	0	1
2013.08.27	17:00:00	1.49257	1.49476	1.49244	1.49351	2613	0	1
2013.08.27	18:00:00	1.49354	1.49368	1.48980	1.49027	2485	0	1
2013.08.27	19:00:00	1.49029	1.49039	1.48794	1.48943	3103	0	1
2013.08.27	20:00:00	1.48943	1.49138	1.48888	1.49039	1979	0	1
2013.08.27	21:00:00	1.49033	1.49156	1.48985	1.49136	1201	0	1
2013.08.27	22:00:00	1.49137	1.49249	1.49063	1.49123	1997	0	1
2013.08.27	23:00:00	1.49123	1.49983	1.49034	1.49714	3326	0	1
2013.08.28	00:00:00	1.49718	1.49718	1.49212	1.49418	3489	0	1
2013.08.28	01:00:00	1.49414	1.49649	1.49317	1.49469	3385	0	1
2013.08.28	02:00:00	1.49468	1.49549	1.49412	1.49508	2821	0	1
2013.08.28	03:00:00	1.49508	1.50127	1.49490	1.49911	4004	0	1
2013.08.28	04:00:00	1.49910	1.50231	1.49870	1.50174	3534	0	1
2013.08.28	05:00:00	1.50172	1.50190	1.49653	1.49907	3907	0	1
2013.08.28	06:00:00	1.49909	1.50304	1.49777	1.50149	4316	0	1
2013.08.28	07:00:00	1.50149	1.50303	1.49800	1.49871	4930	0	1
2013.08.28	08:00:00	1.49874	1.50005	1.49682	1.49690	4429	0	1
2013.08.28	09:00:00	1.49689	1.49832	1.49629	1.49773	3615	0	1
2013.08.28	10:00:00	1.49772	1.49889	1.49527	1.49614	3694	0	2
2013.08.28	11:00:00	1.49619	1.49723	1.49522	1.49641	3909	0	1
2013.08.28	12:00:00	1.49644	1.49863	1.49538	1.49800	4950	0	1
2013.08.28	13:00:00	1.49798	1.50005	1.49444	1.49551	6250	0	1
2013.08.28	14:00:00	1.49568	1.49568	1.48986	1.49142	6008	0	1
2013.08.28	15:00:00	1.49140	1.49185	1.48897	1.48929	4048	0	1
2013.08.28	16:00:00	1.48929	1.49127	1.48929	1.49069	2050	0	2
2013.08.28	17:00:00	1.49069	1.49070	1.48871	1.49037	2213	0	2
2013.08.28	18:00:00	1.49037	1.49166	1.48983	1.49152	1678	0	1
2013.08.28	19:00:00	1.49153	1.49248	1.49000	1.49199	1742	0	1
2013.08.28	20:00:00	1.49200	1.49236	1.49108	1.49178	1361	0	2
2013.08.28	21:00:00	1.49168	1.49294	1.49139	1.49226	1727	0	1
2013.08.28	22:00:00	1.49226	1.49273	1.48963	1.49111	1933	0	1
2013.08.28	23:00:00	1.49113	1.49131	1.48956	1.49052	1927	0	1
2013.08.29	00:00:00	1.49057	1.49088	1.48798	1.48818	3139	0	1
2013.08.29	01:00:00	1.48818	1.48943	1.48485	1.48851	4302	0	1
2013.08.29	02:00:00	1.48847	1.48859	1.48565	1.48721	2973	0	1
2013.08.29	03:00:00	1.48719	1.48762	1.48653	1.48714	1966	0	1
2013.08.29	04:00:00	1.48714	1.48714	1.48448	1.48449	1875	0	1
2013.08.29	05:00:00	1.48449	1.48520	1.48257	1.48282	2866	0	1
2013.08.29	06:00:00	1.48282	1.48428	1.48104	1.48164	4980	0	1
2013.08.29	07:00:00	1.48166	1.48326	1.48112	1.48153	5496	0	1
2013.08.29	08:00:00	1.48151	1.48560	1.48089	1.48434	4175	0	1
2013.08.29	09:00:00	1.48429	1.48655	1.48297	1.48544	3605	0	1
2013.08.29	10:00:00	1.48548	1.48548	1.48318	1.48342	3707	0	1
2013.08.29	11:00:00	1.48340	1.48520	1.48280	1.48361	3136	0	1
2013.08.29	12:00:00	1.48358	1.48597	1.48193	1.48217	5267	0	1
2013.08.29	13:00:00	1.48229	1.48354	1.47894	1.47985	5184	0	1
2013.08.29	14:00:00	1.47982	1.48294	1.47940	1.48169	4634	0	1
2013.08.29	15:00:00	1.48167	1.48267	1.48050	1.48226	3527	0	1
2013.08.29	16:00:00	1.48225	1.48322	1.48156	1.48273	2224	0	1
2013.08.29	17:00:00	1.48283	1.48403	1.48216	1.48343	2682	0	1
2013.08.29	18:00:00	1.48343	1.48358	1.48190	1.48251	1678	0	1
2013.08.29	19:00:00	1.48251	1.48324	1.48207	1.48248	1601	0	2
2013.08.29	20:00:00	1.48249	1.48332	1.48198	1.48253	1190	0	2
2013.08.29	21:00:00	1.48242	1.48655	1.48218	1.48402	2545	0	2
2013.08.29	22:00:00	1.48402	1.48465	1.48298	1.48347	1701	0	2
2013.08.29	23:00:00	1.48346	1.48534	1.48276	1.48317	2332	0	1
2013.08.30	00:00:00	1.48317	1.48399	1.48189	1.48274	2741	0	1
2013.08.30	01:00:00	1.48274	1.48276	1.48103	1.48147	3052	0	1
2013.08.30	02:00:00	1.48147	1.48222	1.48095	1.48115	2169	0	4
2013.08.30	03:00:00	1.48115	1.48115	1.47947	1.47978	2054	0	2
2013.08.30	04:00:00	1.47978	1.48171	1.47929	1.48111	2306	0	2
2013.08.30	05:00:00	1.48109	1.48175	1.47996	1.48008	2392	0	2
2013.08.30	06:00:00	1.48008	1.48114	1.47848	1.47851	3156	0	1
2013.08.30	07:00:00	1.47847	1.48190	1.47654	1.48041	4324	0	1
2013.08.30	08:00:00	1.48043	1.48398	1.48023	1.48300	3976	0	1
2013.08.30	09:00:00	1.48297	1.48426	1.48203	1.48227	3217	0	1
2013.08.30	10:00:00	1.48227	1.48384	1.48067	1.48103	2777	0	1
2013.08.30	11:00:00	1.48099	1.48361	1.48099	1.48166	2937	0	1
2013.08.30	12:00:00	1.48169	1.48266	1.47982	1.48034	4261	0	1
2013.08.30	13:00:00	1.48009	1.48192	1.47917	1.48115	4520	0	1
2013.08.30	14:00:00	1.48113	1.48243	1.47951	1.48024	4742	0	1
2013.08.30	15:00:00	1.48023	1.48323	1.47978	1.48278	4404	0	1
2013.08.30	16:00:00	1.48284	1.48367	1.48239	1.48289	2639	0	1
2013.08.30	17:00:00	1.48286	1.48504	1.48283	1.48458	3021	0	1
2013.08.30	18:00:00	1.48458	1.48517	1.48289	1.48393	2118	0	1
2013.08.30	19:00:00	1.48398	1.48571	1.48393	1.48497	2125	0	1
2013.08.30	20:00:00	1.48493	1.48561	1.48347	1.48491	1197	0	1
2013.09.01	22:00:00	1.47855	1.48041	1.47742	1.47888	2356	0	1
2013.09.01	23:00:00	1.47887	1.47923	1.47739	1.47777	2001	0	1
2013.09.02	00:00:00	1.47774	1.47786	1.47492	1.47574	3297	0	1
2013.09.02	01:00:00	1.47574	1.47606	1.47255	1.47346	3371	0	1
2013.09.02	02:00:00	1.47348	1.47395	1.47227	1.47244	2162	0	1
2013.09.02	03:00:00	1.47243	1.47314	1.47180	1.47305	2041	0	1
2013.09.02	04:00:00	1.47305	1.47342	1.47157	1.47209	2037	0	2
2013.09.02	05:00:00	1.47209	1.47364	1.47182	1.47287	1913	0	1
2013.09.02	06:00:00	1.47287	1.47348	1.46963	1.47134	4045	0	1
2013.09.02	07:00:00	1.47134	1.47387	1.47001	1.47062	4131	0	1
2013.09.02	08:00:00	1.47063	1.47294	1.47051	1.47083	3686	0	1
2013.09.02	09:00:00	1.47083	1.47107	1.46652	1.46910	3656	0	1
2013.09.02	10:00:00	1.46912	1.46948	1.46815	1.46849	2390	0	1
2013.09.02	11:00:00	1.46848	1.46955	1.46624	1.46907	2559	0	1
2013.09.02	12:00:00	1.46909	1.46918	1.46767	1.46883	2341	0	1
2013.09.02	13:00:00	1.46883	1.46936	1.46775	1.46852	2229	0	2
2013.09.02	14:00:00	1.46853	1.47032	1.46728	1.46856	2890	0	1
2013.09.02	15:00:00	1.46855	1.46987	1.46793	1.46960	2994	0	1
2013.09.02	16:00:00	1.46960	1.47170	1.46938	1.47161	1713	0	1
2013.09.02	17:00:00	1.47167	1.47167	1.46870	1.46890	1047	0	1
2013.09.02	18:00:00	1.46890	1.47004	1.46843	1.46889	1402	0	2
2013.09.02	19:00:00	1.46889	1.46916	1.46760	1.46834	1115	0	1
2013.09.02	20:00:00	1.46834	1.47023	1.46807	1.46960	2227	0	1
2013.09.02	21:00:00	1.46945	1.46984	1.46399	1.46668	1831	0	1
2013.09.02	22:00:00	1.46690	1.46804	1.46597	1.46610	2295	0	1
2013.09.02	23:00:00	1.46611	1.46649	1.46418	1.46582	1834	0	2
2013.09.03	00:00:00	1.46582	1.46595	1.46163	1.46189	2617	0	1
2013.09.03	01:00:00	1.46196	1.46654	1.46131	1.46618	3433	0	1
2013.09.03	02:00:00	1.46613	1.46993	1.46547	1.46840	2786	0	1
2013.09.03	03:00:00	1.46839	1.46893	1.46667	1.46739	1797	0	1
2013.09.03	04:00:00	1.46739	1.46860	1.45927	1.46064	3412	0	1
2013.09.03	05:00:00	1.46060	1.46060	1.45694	1.45838	3546	0	1
2013.09.03	06:00:00	1.45838	1.45873	1.45712	1.45823	3476	0	1
2013.09.03	07:00:00	1.45825	1.45945	1.45709	1.45945	3876	0	1
2013.09.03	08:00:00	1.45939	1.46132	1.45764	1.46090	3864	0	1
2013.09.03	09:00:00	1.46093	1.46198	1.45820	1.45947	3766	0	1
2013.09.03	10:00:00	1.45941	1.46010	1.45833	1.45892	2568	0	1
2013.09.03	11:00:00	1.45894	1.45944	1.45697	1.45889	3021	0	1
2013.09.03	12:00:00	1.45889	1.45926	1.45650	1.45831	3272	0	2
2013.09.03	13:00:00	1.45832	1.45869	1.45523	1.45526	3651	0	1
2013.09.03	14:00:00	1.45538	1.45703	1.45116	1.45199	5000	0	1
2013.09.03	15:00:00	1.45196	1.45395	1.45087	1.45386	4329	0	1
2013.09.03	16:00:00	1.45385	1.45717	1.45330	1.45701	2764	0	1
2013.09.03	17:00:00	1.45697	1.45701	1.45515	1.45577	2585	0	3
2013.09.03	18:00:00	1.45574	1.45574	1.45409	1.45456	2105	0	3
2013.09.03	19:00:00	1.45456	1.45580	1.45402	1.45530	1923	0	1
2013.09.03	20:00:00	1.45530	1.45559	1.45305	1.45305	1573	0	1
2013.09.03	21:00:00	1.45293	1.45440	1.45253	1.45354	1758	0	3
2013.09.03	22:00:00	1.45371	1.45463	1.45316	1.45388	1948	0	1
2013.09.03	23:00:00	1.45388	1.45494	1.45335	1.45482	1491	0	3
2013.09.04	00:00:00	1.45482	1.45575	1.45397	1.45531	2340	0	1
2013.09.04	01:00:00	1.45531	1.45684	1.44772	1.44845	3571	0	1
2013.09.04	02:00:00	1.44845	1.44898	1.44617	1.44707	2833	0	1
2013.09.04	03:00:00	1.44706	1.44766	1.44668	1.44712	1756	0	2
2013.09.04	04:00:00	1.44712	1.44790	1.44573	1.44671	1713	0	1
2013.09.04	05:00:00	1.44672	1.44864	1.44608	1.44727	2750	0	1
2013.09.04	06:00:00	1.44735	1.44763	1.44289	1.44307	4045	0	2
2013.09.04	07:00:00	1.44304	1.44476	1.43942	1.43957	3887	0	1
2013.09.04	08:00:00	1.43954	1.44137	1.43846	1.44111	4093	0	1
2013.09.04	09:00:00	1.44123	1.44154	1.43992	1.44117	3449	0	1
2013.09.04	10:00:00	1.44119	1.44121	1.43610	1.43896	3716	0	1
2013.09.04	11:00:00	1.43899	1.43977	1.43633	1.43670	2922	0	1
2013.09.04	12:00:00	1.43666	1.43937	1.43633	1.43888	3385	0	1
2013.09.04	13:00:00	1.43887	1.43936	1.43572	1.43742	4007	0	1
2013.09.04	14:00:00	1.43740	1.43814	1.43458	1.43794	4100	0	1
2013.09.04	15:00:00	1.43792	1.43937	1.43705	1.43821	4103	0	1
2013.09.04	16:00:00	1.43820	1.44027	1.43803	1.44025	2516	0	2
2013.09.04	17:00:00	1.44038	1.44072	1.43934	1.44020	2055	0	2
2013.09.04	18:00:00	1.44020	1.44061	1.43925	1.44044	1687	0	2
2013.09.04	19:00:00	1.44033	1.44092	1.43988	1.44072	1855	0	2
2013.09.04	20:00:00	1.44071	1.44112	1.43947	1.43958	1539	0	4
2013.09.04	21:00:00	1.43959	1.44115	1.43931	1.44082	1286	0	9
2013.09.04	22:00:00	1.44089	1.44123	1.44037	1.44071	1314	0	3
2013.09.04	23:00:00	1.44069	1.44094	1.43907	1.43964	1870	0	1
2013.09.05	00:00:00	1.43957	1.44122	1.43919	1.43952	2668	0	1
2013.09.05	01:00:00	1.43951	1.44141	1.43660	1.43751	3136	0	1
2013.09.05	02:00:00	1.43748	1.43987	1.43732	1.43960	2376	0	2
2013.09.05	03:00:00	1.43959	1.44071	1.43861	1.43919	1657	0	1
2013.09.05	04:00:00	1.43919	1.43930	1.43802	1.43928	1551	0	1
2013.09.05	05:00:00	1.43926	1.44004	1.43775	1.43775	3371	0	1
2013.09.05	06:00:00	1.43774	1.44031	1.43724	1.43864	3258	0	1
2013.09.05	07:00:00	1.43859	1.44159	1.43711	1.44099	3790	0	2
2013.09.05	08:00:00	1.44104	1.44525	1.44086	1.44309	3626	0	1
2013.09.05	09:00:00	1.44306	1.44569	1.44232	1.44369	3326	0	1
2013.09.05	10:00:00	1.44373	1.44489	1.44338	1.44390	2928	0	1
2013.09.05	11:00:00	1.44412	1.44686	1.44367	1.44601	3313	0	2
2013.09.05	12:00:00	1.44600	1.44682	1.43665	1.43845	4365	0	1
2013.09.05	13:00:00	1.43845	1.44125	1.43663	1.43714	4508	0	1
2013.09.05	14:00:00	1.43707	1.43932	1.43596	1.43750	4640	0	1
2013.09.05	15:00:00	1.43741	1.43796	1.43548	1.43668	3580	0	1
2013.09.05	16:00:00	1.43668	1.43820	1.43619	1.43814	2978	0	1
2013.09.05	17:00:00	1.43813	1.43913	1.43716	1.43824	2110	0	1
2013.09.05	18:00:00	1.43819	1.43921	1.43737	1.43851	1635	0	2
2013.09.05	19:00:00	1.43851	1.43868	1.43601	1.43644	1805	0	2
2013.09.05	20:00:00	1.43645	1.43849	1.43617	1.43809	1030	0	1
2013.09.05	21:00:00	1.43809	1.43829	1.43641	1.43657	1060	0	1
2013.09.05	22:00:00	1.43679	1.43886	1.43660	1.43718	1762	0	3
2013.09.05	23:00:00	1.43722	1.43895	1.43691	1.43847	1343	0	1
2013.09.06	00:00:00	1.43845	1.43892	1.43560	1.43630	2120	0	1
2013.09.06	01:00:00	1.43630	1.43747	1.43560	1.43656	2083	0	1
2013.09.06	02:00:00	1.43659	1.43803	1.43637	1.43715	1933	0	1
2013.09.06	03:00:00	1.43715	1.43833	1.43689	1.43802	1563	0	3
2013.09.06	04:00:00	1.43802	1.43877	1.43733	1.43751	1864	0	1
2013.09.06	05:00:00	1.43752	1.43894	1.43752	1.43794	1774	0	1
2013.09.06	06:00:00	1.43794	1.43799	1.43499	1.43503	2472	0	1
2013.09.06	07:00:00	1.43505	1.43620	1.43457	1.43464	2876	0	1
2013.09.06	08:00:00	1.43461	1.43698	1.43448	1.43672	2698	0	2
2013.09.06	09:00:00	1.43672	1.43685	1.43288	1.43342	2944	0	2
2013.09.06	10:00:00	1.43334	1.43381	1.42999	1.43027	3037	0	2
2013.09.06	11:00:00	1.43029	1.43265	1.42928	1.43210	3104	0	1
2013.09.06	12:00:00	1.43210	1.43280	1.42602	1.42747	4259	0	1
2013.09.06	13:00:00	1.42744	1.43315	1.42616	1.43184	4200	0	1
2013.09.06	14:00:00	1.43176	1.43406	1.42895	1.43089	4245	0	1
2013.09.06	15:00:00	1.43088	1.43191	1.43015	1.43042	2797	0	1
2013.09.06	16:00:00	1.43042	1.43178	1.43035	1.43162	1971	0	3
2013.09.06	17:00:00	1.43157	1.43184	1.43108	1.43146	1461	0	3
2013.09.06	18:00:00	1.43146	1.43496	1.43123	1.43423	2098	0	3
2013.09.06	19:00:00	1.43420	1.43501	1.43363	1.43371	2080	0	3
2013.09.06	20:00:00	1.43372	1.43571	1.43327	1.43445	2057	0	1
2013.09.08	22:00:00	1.43152	1.43220	1.43098	1.43159	1892	0	1
2013.09.08	23:00:00	1.43159	1.43360	1.43122	1.43312	1837	0	1
2013.09.09	00:00:00	1.43312	1.43636	1.43237	1.43456	2724	0	2
2013.09.09	01:00:00	1.43455	1.43687	1.43270	1.43316	2684	0	1
2013.09.09	02:00:00	1.43331	1.43457	1.43245	1.43261	2100	0	3
2013.09.09	03:00:00	1.43261	1.43262	1.43065	1.43125	1820	0	1
2013.09.09	04:00:00	1.43127	1.43247	1.43117	1.43231	1522	0	2
2013.09.09	05:00:00	1.43230	1.43384	1.43204	1.43333	1561	0	1
2013.09.09	06:00:00	1.43329	1.43333	1.43116	1.43250	2931	0	1
2013.09.09	07:00:00	1.43251	1.43337	1.43016	1.43169	2904	0	1
2013.09.09	08:00:00	1.43169	1.43267	1.43047	1.43092	3392	0	1
2013.09.09	09:00:00	1.43081	1.43243	1.43064	1.43239	2495	0	5
2013.09.09	10:00:00	1.43238	1.43391	1.43212	1.43381	2463	0	3
2013.09.09	11:00:00	1.43383	1.43414	1.43280	1.43315	2241	0	2
2013.09.09	12:00:00	1.43315	1.43504	1.43280	1.43360	3373	0	1
2013.09.09	13:00:00	1.43360	1.43478	1.43327	1.43424	3499	0	1
2013.09.09	14:00:00	1.43423	1.43776	1.43247	1.43774	4216	0	1
2013.09.09	15:00:00	1.43773	1.43859	1.43588	1.43614	2982	0	1
2013.09.09	16:00:00	1.43619	1.43820	1.43576	1.43676	3271	0	1
2013.09.09	17:00:00	1.43674	1.43788	1.43587	1.43652	1709	0	5
2013.09.09	18:00:00	1.43651	1.43666	1.43571	1.43642	1581	0	3
2013.09.09	19:00:00	1.43633	1.43684	1.43546	1.43549	1928	0	4
2013.09.09	20:00:00	1.43549	1.43648	1.43518	1.43622	1912	0	2
2013.09.09	21:00:00	1.43624	1.43635	1.43530	1.43617	1763	0	2
2013.09.09	22:00:00	1.43616	1.43771	1.43594	1.43647	1964	0	1
2013.09.09	23:00:00	1.43647	1.43647	1.43557	1.43604	1858	0	4
2013.09.10	00:00:00	1.43608	1.43615	1.43380	1.43390	2395	0	2
2013.09.10	01:00:00	1.43390	1.43523	1.43276	1.43405	2548	0	1
2013.09.10	02:00:00	1.43406	1.43464	1.43081	1.43105	2906	0	1
2013.09.10	03:00:00	1.43106	1.43145	1.43037	1.43052	1849	0	1
2013.09.10	04:00:00	1.43052	1.43212	1.42994	1.43191	2060	0	3
2013.09.10	05:00:00	1.43190	1.43194	1.42817	1.43044	3206	0	1
2013.09.10	06:00:00	1.43044	1.43378	1.43039	1.43320	3750	0	1
2013.09.10	07:00:00	1.43327	1.43343	1.43166	1.43339	3610	0	2
2013.09.10	08:00:00	1.43341	1.43403	1.43115	1.43170	3206	0	2
2013.09.10	09:00:00	1.43166	1.43188	1.42791	1.42855	3239	0	1
2013.09.10	10:00:00	1.42855	1.42855	1.42623	1.42670	2823	0	2
2013.09.10	11:00:00	1.42670	1.42714	1.42448	1.42515	3471	0	2
2013.09.10	12:00:00	1.42515	1.42682	1.42495	1.42589	3561	0	1
2013.09.10	13:00:00	1.42584	1.42707	1.42447	1.42529	4251	0	1
2013.09.10	14:00:00	1.42535	1.42637	1.42408	1.42608	4053	0	2
2013.09.10	15:00:00	1.42606	1.42811	1.42539	1.42754	3511	0	2
2013.09.10	16:00:00	1.42752	1.42754	1.42553	1.42586	2575	0	2
2013.09.10	17:00:00	1.42593	1.42597	1.42470	1.42528	2310	0	1
2013.09.10	18:00:00	1.42514	1.42581	1.42460	1.42460	2140	0	5
2013.09.10	19:00:00	1.42462	1.42502	1.42426	1.42435	1592	0	4
2013.09.10	20:00:00	1.42436	1.42474	1.42371	1.42449	1747	0	1
2013.09.10	21:00:00	1.42451	1.42505	1.42396	1.42466	1507	0	2
2013.09.10	22:00:00	1.42455	1.42628	1.42441	1.42557	1840	0	3
2013.09.10	23:00:00	1.42557	1.42667	1.42482	1.42667	1486	0	2
2013.09.11	00:00:00	1.42667	1.42751	1.42515	1.42580	2351	0	1
2013.09.11	01:00:00	1.42582	1.42962	1.42402	1.42872	3573	0	1
2013.09.11	02:00:00	1.42872	1.42994	1.42674	1.42680	2625	0	1
2013.09.11	03:00:00	1.42680	1.42804	1.42676	1.42683	1967	0	3
2013.09.11	04:00:00	1.42683	1.42822	1.42607	1.42819	2111	0	1
2013.09.11	05:00:00	1.42818	1.42818	1.42586	1.42604	2093	0	2
2013.09.11	06:00:00	1.42606	1.42741	1.42546	1.42682	2841	0	2
2013.09.11	07:00:00	1.42681	1.42942	1.42644	1.42788	3058	0	1
2013.09.11	08:00:00	1.42788	1.42801	1.42432	1.42539	3889	0	1
2013.09.11	09:00:00	1.42540	1.42648	1.42466	1.42546	3012	0	1
2013.09.11	10:00:00	1.42546	1.42630	1.42416	1.42485	2799	0	2
2013.09.11	11:00:00	1.42485	1.42845	1.42454	1.42827	3221	0	1
2013.09.11	12:00:00	1.42829	1.42890	1.42725	1.42747	2984	0	1
2013.09.11	13:00:00	1.42747	1.43013	1.42624	1.42915	3821	0	1
2013.09.11	14:00:00	1.42915	1.43001	1.42751	1.42780	4081	0	1
2013.09.11	15:00:00	1.42787	1.42953	1.42748	1.42838	3692	0	1
2013.09.11	16:00:00	1.42835	1.42847	1.42749	1.42790	2892	0	1
2013.09.11	17:00:00	1.42790	1.42923	1.42627	1.42686	3164	0	1
2013.09.11	18:00:00	1.42686	1.42700	1.42562	1.42592	2150	0	4
2013.09.11	19:00:00	1.42587	1.42773	1.42586	1.42717	2045	0	3
2013.09.11	20:00:00	1.42720	1.42736	1.42632	1.42666	1718	0	3
2013.09.11	21:00:00	1.42677	1.42799	1.42594	1.42752	2266	0	1
2013.09.11	22:00:00	1.42752	1.42779	1.42680	1.42754	1691	0	1
2013.09.11	23:00:00	1.42758	1.42758	1.42546	1.42648	2137	0	2
2013.09.12	00:00:00	1.42648	1.42663	1.42473	1.42519	2813	0	1
2013.09.12	01:00:00	1.42521	1.43674	1.42355	1.43669	3895	0	1
2013.09.12	02:00:00	1.43669	1.43812	1.43559	1.43688	3244	0	2
2013.09.12	03:00:00	1.43696	1.43932	1.43677	1.43864	2317	0	4
2013.09.12	04:00:00	1.43863	1.43908	1.43771	1.43800	1943	0	2
2013.09.12	05:00:00	1.43800	1.43941	1.43742	1.43850	2493	0	1
2013.09.12	06:00:00	1.43850	1.44018	1.43790	1.43975	3536	0	1
2013.09.12	07:00:00	1.43975	1.44000	1.43799	1.43799	3419	0	1
2013.09.12	08:00:00	1.43799	1.43856	1.43637	1.43665	3439	0	2
2013.09.12	09:00:00	1.43661	1.43979	1.43655	1.43838	3714	0	1
2013.09.12	10:00:00	1.43835	1.43851	1.43673	1.43782	2688	0	1
2013.09.12	11:00:00	1.43788	1.43792	1.43658	1.43767	2872	0	1
2013.09.12	12:00:00	1.43767	1.43782	1.43449	1.43599	3789	0	1
2013.09.12	13:00:00	1.43587	1.43694	1.43458	1.43650	3974	0	1
2013.09.12	14:00:00	1.43648	1.43683	1.43462	1.43509	4439	0	1
2013.09.12	15:00:00	1.43492	1.43663	1.43474	1.43611	3269	0	1
2013.09.12	16:00:00	1.43612	1.43744	1.43602	1.43629	2582	0	1
2013.09.12	17:00:00	1.43622	1.43639	1.43493	1.43534	2414	0	4
2013.09.12	18:00:00	1.43544	1.43598	1.43482	1.43549	1877	0	5
2013.09.12	19:00:00	1.43548	1.43628	1.43504	1.43513	1831	0	3
2013.09.12	20:00:00	1.43513	1.43527	1.43372	1.43435	2218	0	1
2013.09.12	21:00:00	1.43406	1.43588	1.43402	1.43569	1915	0	1
2013.09.12	22:00:00	1.43566	1.43606	1.43479	1.43563	2090	0	1
2013.09.12	23:00:00	1.43564	1.43579	1.43422	1.43544	2048	0	2
2013.09.13	00:00:00	1.43544	1.43638	1.43494	1.43533	2346	0	3
2013.09.13	01:00:00	1.43532	1.43533	1.43278	1.43372	2885	0	1
2013.09.13	02:00:00	1.43372	1.43708	1.43350	1.43681	2516	0	2
2013.09.13	03:00:00	1.43680	1.43792	1.43603	1.43677	1671	0	1
2013.09.13	04:00:00	1.43677	1.43745	1.43539	1.43545	1446	0	1
2013.09.13	05:00:00	1.43546	1.43850	1.43527	1.43692	3212	0	1
2013.09.13	06:00:00	1.43691	1.43770	1.43607	1.43675	2812	0	1
2013.09.13	07:00:00	1.43675	1.43820	1.43648	1.43648	3353	0	2
2013.09.13	08:00:00	1.43650	1.43785	1.43587	1.43690	2957	0	1
2013.09.13	09:00:00	1.43697	1.43772	1.43575	1.43715	2642	0	2
2013.09.13	10:00:00	1.43714	1.43718	1.43584	1.43655	2292	0	2
2013.09.13	11:00:00	1.43659	1.43842	1.43631	1.43746	2531	0	1
2013.09.13	12:00:00	1.43745	1.43894	1.43648	1.43722	4088	0	1
2013.09.13	13:00:00	1.43731	1.43816	1.43311	1.43334	4253	0	1
2013.09.13	14:00:00	1.43334	1.43589	1.43210	1.43454	4043	0	1
2013.09.13	15:00:00	1.43454	1.43715	1.43430	1.43624	3172	0	1
2013.09.13	16:00:00	1.43618	1.43782	1.43615	1.43766	1949	0	2
2013.09.13	17:00:00	1.43761	1.43929	1.43756	1.43839	2125	0	1
2013.09.13	18:00:00	1.43839	1.43874	1.43754	1.43841	1581	0	6
2013.09.13	19:00:00	1.43843	1.43897	1.43814	1.43829	1543	0	4
2013.09.13	20:00:00	1.43826	1.43905	1.43736	1.43752	2113	0	1
2013.09.15	22:00:00	1.42945	1.43305	1.42924	1.43188	3579	0	1
2013.09.15	23:00:00	1.43192	1.43339	1.43165	1.43268	2221	0	2
2013.09.16	00:00:00	1.43274	1.43281	1.43060	1.43105	2135	0	2
2013.09.16	01:00:00	1.43104	1.43231	1.43065	1.43185	2102	0	2
2013.09.16	02:00:00	1.43185	1.43208	1.43064	1.43141	1729	0	1
2013.09.16	03:00:00	1.43140	1.43289	1.43139	1.43271	1376	0	1
2013.09.16	04:00:00	1.43273	1.43358	1.43271	1.43301	1398	0	4
2013.09.16	05:00:00	1.43300	1.43304	1.43175	1.43243	1606	0	1
2013.09.16	06:00:00	1.43245	1.43270	1.43048	1.43195	3225	0	2
2013.09.16	07:00:00	1.43197	1.43269	1.42796	1.42809	3841	0	1
2013.09.16	08:00:00	1.42825	1.42834	1.42553	1.42595	3467	0	1
2013.09.16	09:00:00	1.42596	1.42663	1.42554	1.42596	2802	0	2
2013.09.16	10:00:00	1.42604	1.42621	1.42186	1.42262	2959	0	1
2013.09.16	11:00:00	1.42263	1.42434	1.42253	1.42415	2865	0	2
2013.09.16	12:00:00	1.42414	1.42604	1.42383	1.42596	3304	0	1
2013.09.16	13:00:00	1.42599	1.42791	1.42521	1.42716	3757	0	3
2013.09.16	14:00:00	1.42715	1.42956	1.42710	1.42929	3490	0	2
2013.09.16	15:00:00	1.42915	1.43102	1.42887	1.43057	2872	0	1
2013.09.16	16:00:00	1.43056	1.43254	1.43032	1.43096	2720	0	1
2013.09.16	17:00:00	1.43099	1.43135	1.43010	1.43086	1834	0	2
2013.09.16	18:00:00	1.43085	1.43300	1.43081	1.43228	2303	0	2
